WKT,ID,Use_Cat,Cons_Frame
POINT (452070.61801439855 8452521.277343553),8072,,
POINT (451239.60311920143 8452544.785020346),5597,,
POINT (450441.92567671236 8452829.481220761),5884,,
POINT (450874.00285454036 8452459.201173386),2028,,
POINT (452636.17497345846 8452499.713398106),16411,,
POINT (450752.26825865736 8452715.704990208),7956,,
POINT (450672.6415333664 8453268.0962077),15239,,
POINT (452118.1518813453 8452558.91449833),7850,,
POINT (450545.65088478354 8452406.120059874),11117,,
POINT (451178.295841315 8452740.824113473),15924,,
POINT (450079.3939724467 8452572.430427777),7629,,
POINT (452646.12455045985 8452390.767233502),1937,,
POINT (451940.17854383995 8452488.26231753),4201,,
POINT (450382.2154930183 8452727.365054257),9459,,
POINT (451940.29164844676 8452597.87704065),12199,,
POINT (453805.58562621835 8452327.323190913),13690,Residential,Masonry
POINT (453756.50516463094 8452377.590051413),529,Residential,Masonry
POINT (453836.4170325421 8452320.600659458),8555,Residential,Masonry
POINT (453807.27135969576 8452285.493247453),11405,Residential,Masonry
POINT (453796.0173748574 8452337.10639196),10599,Outbuilding,Masonry
POINT (453755.4654525283 8452393.983431563),17805,Outbuilding,Masonry
POINT (453575.81868505053 8452735.958992971),4028,,
POINT (453427.8612069798 8452703.667197784),11632,,
POINT (453605.68811765703 8452668.32785449),8803,,
POINT (453481.54371558 8452664.270859674),8469,,
POINT (453423.49838982645 8452725.788730862),16651,,
POINT (453589.155556757 8452664.40003084),18666,,
POINT (453385.98578104615 8452649.737143537),420,,
POINT (453465.7200603524 8452747.549043475),13676,,
POINT (453462.1999747223 8452865.976653194),5677,,
POINT (453613.8629117626 8452655.404278146),4361,,
POINT (453259.8699361807 8452720.326102154),2784,,
POINT (453737.5844712376 8452718.92655931),8291,Residential,Masonry
POINT (453621.8082071124 8452660.338290459),18608,,
POINT (453745.42904597905 8452742.875421412),14913,Residential,Masonry
POINT (453722.25270867394 8452709.545933703),13302,Residential,Masonry
POINT (453623.0244016303 8452638.801510153),205,,
POINT (453573.4400373133 8452710.660085514),5470,,
POINT (453581.48038604937 8452777.648472006),889,,
POINT (453541.4489811124 8452717.319205118),2906,,
POINT (453555.76778069313 8452688.83052912),7347,,
POINT (453615.1301506952 8452760.787987795),12920,,
POINT (453662.2494967751 8452589.14688825),4463,,
POINT (453560.1258827943 8452794.542293116),932,,
POINT (453724.05389402533 8452730.232658071),11359,Residential,Masonry
POINT (453660.5876578448 8452649.78314816),6197,,
POINT (453617.57102950645 8452770.785412826),292,,
POINT (453702.05687877745 8452681.501402816),14758,,
POINT (453611.96815031325 8452637.42663771),18202,,
POINT (453457.77697193075 8452717.855582878),185,,
POINT (453271.75504020625 8452618.547091506),13021,,
POINT (453460.0015862477 8452807.863729252),8612,,
POINT (453537.9387372075 8452743.28655478),2850,,
POINT (453676.4499218708 8452761.751320992),14855,,
POINT (453581.3749639125 8452688.650604889),6651,,
POINT (453636.95140805107 8452762.087604677),17746,,
POINT (453704.65139137727 8452755.8331249),17731,Residential,Masonry
POINT (453641.77608868724 8452619.90484247),4825,,
POINT (453517.84932640835 8452667.532044334),18775,,
POINT (453472.9763921965 8452854.912510056),16499,,
POINT (453444.7108945938 8452660.69127739),2766,,
POINT (453527.68103929696 8452793.16035289),8008,,
POINT (453681.92232124653 8452771.34865658),16231,Residential,Masonry
POINT (453361.5696479665 8452975.995698169),11772,Residential,Masonry
POINT (453355.4224499625 8452965.240893662),8538,Residential,Masonry
POINT (448807.60123681807 8453034.388396416),14106,,
POINT (449853.56526226003 8453046.617842304),17704,,
POINT (449845.88804458105 8453024.440439787),17061,,
POINT (449865.6082432715 8453055.183942908),13638,,
POINT (448856.73666953825 8452481.046808798),10107,,
POINT (448728.4479887675 8452433.665484019),3606,,
POINT (448926.29676498816 8452476.90930242),16420,,
POINT (448737.27937044797 8452414.98815973),2144,,
POINT (449825.70442137803 8453020.508036833),17034,,
POINT (448839.42679874843 8452394.561553517),13820,,
POINT (448753.0655496068 8452435.080320047),12584,,
POINT (449831.612452256 8453037.671651596),7883,,
POINT (448852.4152992201 8452409.831297407),9850,,
POINT (448775.9137120326 8452420.871996285),19925,,
POINT (449827.84897769126 8453006.156701213),8993,,
POINT (448680.9485674752 8452438.394591365),8425,,
POINT (449763.67488632846 8453230.10161529),10699,,
POINT (449583.1201805883 8453095.459474493),10022,,
POINT (450574.8385501727 8453296.868780974),1553,,
POINT (448933.5881168819 8453417.339181859),3575,,
POINT (449161.7465372506 8453402.620215021),4660,,
POINT (448959.74518578156 8453152.697906654),1550,,
POINT (446241.25784351036 8452866.72065209),12703,,
POINT (445691.9743015486 8453115.442407375),723,,
POINT (449088.25745783973 8453417.03359035),6648,,
POINT (445487.01333946234 8453121.511710858),293,,
POINT (447240.9455932905 8452576.152027082),7748,,
POINT (447976.6871693817 8452477.890069846),12514,,
POINT (447186.7781688934 8452709.59969676),8354,,
POINT (448262.15815486055 8452461.210492766),12224,,
POINT (446135.97376289894 8452812.89085973),11370,,
POINT (447733.0313049069 8452472.568697186),11090,,
POINT (448438.4302473801 8452516.293300759),14871,,
POINT (446590.17117219494 8452832.977076927),8922,,
POINT (447834.515191549 8452408.866238981),10871,,
POINT (446727.4845331148 8452823.646002349),17527,,
POINT (446519.3036754161 8452723.337537874),2086,,
POINT (448736.44078585703 8452488.545764916),7023,,
POINT (448066.74787999946 8452403.869680237),11932,,
POINT (446889.2579001785 8452706.118926408),15143,,
POINT (446410.75822699186 8452845.980547458),7978,,
POINT (446855.9741891223 8452980.313761551),7462,,
POINT (446189.11557463626 8452794.313474957),2527,,
POINT (445577.59631516295 8453086.445458448),965,,
POINT (449066.4464679727 8453343.627732627),13640,,
POINT (445529.9124852151 8453106.998652779),11254,,
POINT (447141.6471266062 8452620.34943693),1119,,
POINT (447468.22816154524 8452365.342541363),10936,,
POINT (448263.96232955507 8452495.275637358),13126,,
POINT (447170.6125683299 8452722.816065129),5127,,
POINT (447792.99068169226 8452473.840548903),16407,,
POINT (448242.6985865059 8452493.083996141),11333,,
POINT (446159.8432920573 8452796.941481829),15159,,
POINT (447754.0027144992 8452486.453001706),12523,,
POINT (448539.65933176054 8452425.413447853),7590,,
POINT (446607.5240850244 8452845.116147103),1355,,
POINT (447960.3157478987 8452368.029443517),4308,,
POINT (446748.94900918374 8452834.603677358),13334,,
POINT (446346.126628437 8452759.038610313),6491,,
POINT (448738.32874630543 8452494.91451111),48,,
POINT (448068.6096313707 8452388.13258309),14368,,
POINT (446873.6380922829 8452706.84443249),9175,,
POINT (447727.8270238786 8452366.327726515),5902,,
POINT (445539.21680172114 8453194.048788315),14443,,
POINT (445518.42640898516 8453124.897073125),12544,,
POINT (445405.86198928836 8453301.7261514),10089,,
POINT (447599.49336405133 8452359.821831947),12080,,
POINT (447132.85025011876 8452629.331626108),5213,,
POINT (447226.83381403075 8452690.185635917),19391,,
POINT (448261.66400697257 8452482.12595232),3299,,
POINT (447023.86633447465 8452672.934534296),3589,,
POINT (447757.9561554418 8452462.267549092),1148,,
POINT (448416.87040910247 8452420.45920907),16589,,
POINT (446160.6490638289 8452811.523654412),14914,,
POINT (447737.05578342173 8452492.910543432),13529,,
POINT (447895.51836437243 8452387.227393081),4426,,
POINT (446607.54107884003 8452819.803908698),2236,,
POINT (448789.95985467744 8452699.631801054),11511,,
POINT (447946.4355758312 8452361.837574583),17721,,
POINT (446776.7390706469 8452744.332694728),14903,,
POINT (446324.1550715506 8452768.437507339),1706,,
POINT (448047.5276044724 8452478.479705269),10035,,
POINT (446879.5666083879 8452781.951108767),7461,,
POINT (446227.5802777891 8452862.993489482),3529,,
POINT (445670.6065439535 8453121.60545334),11003,,
POINT (449195.51762434095 8453427.67616475),11719,,
POINT (445494.07111652504 8453134.806064105),12258,,
POINT (447510.75980082003 8452477.870250355),2548,,
POINT (447169.45966742374 8452695.374057483),19098,,
POINT (448257.2426738509 8452473.266362498),8521,,
POINT (446931.7963593166 8452696.463177713),15321,,
POINT (447750.68423528393 8452474.189608378),13274,,
POINT (448450.0569420465 8452501.485578785),5938,,
POINT (447851.1729135049 8452395.90482638),9059,,
POINT (446677.6525832411 8452823.95995679),12505,,
POINT (446470.34071201907 8452747.777093923),980,,
POINT (448716.29084894084 8452486.459738038),3579,,
POINT (448077.14080487046 8452403.23750128),15077,,
POINT (446752.4399657068 8452739.769513695),4099,,
POINT (446399.55930120125 8452836.22100219),10859,,
POINT (446817.8462737591 8452808.468630921),19358,,
POINT (449053.6871884728 8453487.388531536),9224,,
POINT (447201.5703554455 8452577.592711426),18040,,
POINT (447940.30802547664 8452403.874645637),19045,,
POINT (449611.3282964513 8454839.992886093),12044,Outbuilding,Masonry
POINT (449545.29548321327 8454845.188229246),10204,Residential,Masonry
POINT (449206.3967261417 8455013.250629505),3019,Outbuilding,Masonry
POINT (449700.4317469912 8454799.351775547),8273,Residential,Masonry
POINT (449592.14184242167 8454840.91275758),4576,Residential,Masonry
POINT (449801.52459851356 8454733.3944133),12376,Residential,Masonry
POINT (449289.69840322627 8454918.660060734),402,Outbuilding,Timber
POINT (449664.17870075925 8454769.720254833),9094,Outbuilding,Timber
POINT (449337.94485240814 8454900.269212881),10346,Outbuilding,Masonry
POINT (449332.7535898702 8454871.033281602),13412,Residential,Masonry
POINT (449787.4401850779 8454722.307765925),5061,Outbuilding,Masonry
POINT (449670.74015691824 8454788.888806699),14413,Outbuilding,Timber
POINT (449481.94097864267 8454842.048110364),3854,Residential,Masonry
POINT (449632.22234317346 8454820.780349113),5851,Outbuilding,Masonry
POINT (449523.00487725594 8454825.742454609),16883,Residential,Masonry
POINT (449511.61397741886 8454838.519582955),17644,Residential,Masonry
POINT (439151.1990530078 8455226.792079104),1128,,
POINT (439232.0894981625 8454942.453021541),6219,,
POINT (440571.9431925066 8454681.524855059),7126,,
POINT (440962.63566998777 8454482.274186175),2933,,
POINT (439326.53319549246 8455720.651775546),10516,,
POINT (441188.946370148 8454378.540623099),18849,,
POINT (441345.2779194752 8454343.856806708),16774,,
POINT (441713.4678690832 8454180.096800888),9645,,
POINT (441975.7502954655 8454278.980838172),10202,,
POINT (440100.2579999875 8454914.480508829),594,,
POINT (439237.1997721885 8456076.34870605),7660,,
POINT (442121.75368861086 8453844.649877682),2758,,
POINT (440368.07779860497 8454617.570008961),5252,,
POINT (439335.7755707605 8455633.08279891),7339,,
POINT (440122.58907925343 8461934.518829161),1340,,
POINT (439699.4869072269 8461906.875462951),5744,,
POINT (439979.094485378 8461918.330243286),14060,,
POINT (439959.7217821567 8461908.997693323),3596,,
POINT (440215.8665514865 8462011.93401075),5593,,
POINT (439961.81628476724 8461917.723067537),13241,,
POINT (439997.7645380076 8461883.009585613),11710,,
POINT (440132.46854366513 8461937.057943223),2337,,
POINT (439957.3642187866 8461893.375474835),3908,,
POINT (439955.5235204341 8461900.97751924),17052,,
POINT (440161.23433931416 8461964.520300495),16083,,
POINT (439711.1036603324 8461905.391107585),13879,,
POINT (440088.13179508905 8461950.626556994),9396,,
POINT (440056.3983784246 8461944.593198946),10891,,
POINT (439686.56484192604 8461910.18942563),1474,,
POINT (439727.77878967894 8461911.615864715),19812,,
POINT (440217.7441914394 8461991.947525011),1366,,
POINT (440130.6285530936 8461922.098221788),6844,,
POINT (440067.84620286716 8461899.97842532),4026,,
POINT (440057.6725329724 8461911.593572125),10777,,
POINT (439998.3682986459 8461899.766812429),10099,,
POINT (439936.232569108 8461903.71962379),19645,,
POINT (439992.1507919955 8461844.148436522),3458,,
POINT (439801.26448544266 8461940.704698129),15388,Outbuilding,Masonry
POINT (439813.36514471966 8461937.151480367),13403,Residential,Masonry
POINT (440008.6293268665 8461921.683890881),13629,Residential,Masonry
POINT (439930.27061951015 8461937.72611219),6370,Residential,Masonry
POINT (439955.5441689165 8461954.65702201),1668,Residential,Masonry
POINT (439965.4703284126 8461932.0481718),17094,Residential,Masonry
POINT (439928.4257619342 8461923.919793433),1628,Residential,Masonry
POINT (440009.4009234972 8461947.554903066),17847,Residential,Masonry
POINT (439860.00446941267 8461955.376833554),12045,Residential,Masonry
POINT (439881.66068371217 8461951.135231165),10829,Residential,Masonry
POINT (439979.60708781704 8461937.111228446),15087,Residential,Masonry
POINT (439858.94967471855 8461933.324059824),10106,Residential,Masonry
POINT (440020.3199653891 8461940.018545477),18334,Outbuilding,Masonry
POINT (439692.6355498991 8461932.601261988),548,Residential,Masonry
POINT (439738.9993908616 8461931.466539674),10352,Residential,Masonry
POINT (440157.70130153355 8461975.846403811),19629,Residential,Masonry
POINT (440142.6879623679 8461984.789136939),14050,Outbuilding,Masonry
POINT (440144.26382997085 8461975.082556557),19289,Outbuilding,Masonry
POINT (440172.87472620985 8461980.064174127),17281,Outbuilding,Masonry
POINT (439947.3415119988 8461930.695786955),7532,Outbuilding,Masonry
POINT (439937.64771704684 8461928.729892999),17999,Outbuilding,Masonry
POINT (439855.3423222046 8461944.63612397),9255,Outbuilding,Masonry
POINT (439869.17776662484 8461951.539409174),13320,Outbuilding,Masonry
POINT (439851.1978606312 8461956.930025978),1803,Outbuilding,Masonry
POINT (439636.5180545121 8461931.593822343),5293,Residential,Masonry
POINT (439850.84104508476 8461975.15844467),9717,Fale,Masonry
POINT (439872.8351139165 8461927.57183337),18621,Residential,Masonry
POINT (438939.57647183037 8462081.480952783),4651,,
POINT (439364.07686717215 8462012.738387335),9767,,
POINT (439299.2215928601 8461941.111511236),17764,,
POINT (438871.2936095606 8461975.840032019),15968,,
POINT (439174.2176851346 8461958.148214947),13344,,
POINT (439274.5359303114 8461999.196287183),15241,,
POINT (439262.7905032356 8462025.137363987),11832,,
POINT (439351.80106457265 8462009.771040767),3038,,
POINT (439150.092435773 8462047.522045953),8726,,
POINT (439247.35251457366 8462057.749710128),12145,,
POINT (439250.778829676 8461981.248246124),1596,,
POINT (438957.90046063944 8462109.651492266),3913,,
POINT (439328.3483766915 8462020.209890192),12020,,
POINT (439339.5684548006 8462010.86854487),720,,
POINT (438943.21156097396 8462015.583248256),12042,,
POINT (439267.6986181234 8462044.649674267),1791,,
POINT (439132.1895644982 8462050.255777013),17605,,
POINT (439129.77570605336 8462037.094598092),12376,,
POINT (439109.6861200086 8462036.228304282),4391,,
POINT (438875.59884283715 8461959.934963401),5460,,
POINT (438882.24587351637 8461967.13248116),17093,,
POINT (438928.1017938811 8461984.773052672),16709,,
POINT (439282.6442912025 8462058.679276144),2041,Residential,Masonry
POINT (439307.36221356614 8462049.961481335),8408,Residential,Masonry
POINT (439301.27773137233 8462038.57201654),18351,Residential,Masonry
POINT (439303.70386472886 8462016.04725188),3268,Residential,Masonry
POINT (439279.27566355123 8462121.655956365),5805,Residential,Masonry
POINT (439306.8249243402 8462093.016775502),1311,Residential,Masonry
POINT (439339.53462497174 8462027.519230843),12040,Residential,Masonry
POINT (439209.45585583267 8462158.682149317),14385,Residential,Masonry
POINT (439181.3710214277 8462113.104092881),9461,Religious,Masonry
POINT (439252.2792532681 8462079.258645045),16159,Residential,Masonry
POINT (439134.84167427087 8462146.317801397),7794,Residential,Masonry
POINT (439179.5587573134 8462148.51933226),18218,Residential,Masonry
POINT (439207.9148664221 8462122.689405236),3994,Residential,Masonry
POINT (439226.2143651974 8462154.64834712),13442,Residential,Masonry
POINT (439182.45991833444 8462165.265016122),12323,Outbuilding,Masonry
POINT (439164.55399543967 8462127.986928212),9568,Residential,Masonry
POINT (439166.48016907193 8462147.254167724),6892,Residential,Masonry
POINT (439205.16703390534 8462102.555840699),12566,Outbuilding,Masonry
POINT (439188.7890685362 8462099.017315777),12556,Residential,Masonry
POINT (439300.01509184955 8462103.835865447),10167,Residential,Masonry
POINT (439326.4226893427 8462038.155432796),11495,Outbuilding,Masonry
POINT (439241.8199754842 8462108.572967693),10089,Residential,Masonry
POINT (439131.098693636 8462134.290438732),18318,Residential,Masonry
POINT (439296.18545411987 8462030.796410602),9826,Outbuilding,Masonry
POINT (439201.4016279204 8462091.230227489),592,Outbuilding,Masonry
POINT (439175.49868781114 8462129.691504186),10359,Outbuilding,Masonry
POINT (439122.29443220166 8462149.431556357),11147,Outbuilding,Masonry
POINT (439160.33156633406 8462148.687583813),5136,Residential,Masonry
POINT (439169.22740841575 8462158.691290233),8363,Outbuilding,Masonry
POINT (439177.5168871571 8462096.481838288),8803,Outbuilding,Masonry
POINT (439231.0835862269 8462100.165580258),18467,Outbuilding,Masonry
POINT (435771.9265994666 8458707.02704201),13406,,
POINT (436467.5845319543 8458098.525371464),5240,,
POINT (437119.94796255056 8459626.483369185),19366,,
POINT (436619.35670198005 8459289.546962347),5694,,
POINT (436745.49575631897 8459280.604830716),6098,,
POINT (437119.2521655856 8459637.53855548),1357,,
POINT (437126.83469292417 8459527.548644688),4526,,
POINT (437089.7142766856 8459621.152753845),12732,,
POINT (437111.1932998296 8459613.253161794),18203,,
POINT (437100.7107767757 8459665.266916847),16028,,
POINT (436739.1786659188 8459270.943200137),8769,,
POINT (436615.12872809696 8459294.677422823),15891,,
POINT (437107.6945367215 8459585.147065593),7862,,
POINT (437048.47399728955 8459698.63780925),3028,,
POINT (436732.1402144038 8459253.502537444),14642,,
POINT (437102.8293971281 8459678.315366443),11434,,
POINT (437011.8057628312 8459453.220168334),3982,,
POINT (437131.09100864595 8459615.862231757),14446,,
POINT (436655.8420953182 8459257.567156648),14181,,
POINT (437095.76816195826 8459692.217118481),12744,,
POINT (436625.7610925633 8460952.037649885),8668,,
POINT (436818.7893524899 8460811.392199082),9525,,
POINT (436602.8940632525 8461044.824605666),17959,,
POINT (436807.9339981419 8460698.091943972),9550,,
POINT (436611.77480749507 8461035.904465696),16032,,
POINT (436594.0172383019 8461014.890920866),9070,,
POINT (436849.92379021295 8460757.773190185),9017,,
POINT (436732.7171661789 8460869.852417853),14689,,
POINT (436549.34710944066 8461071.120513001),9216,,
POINT (436679.66583614907 8460988.734784983),960,,
POINT (436737.03427015716 8460748.23214132),9556,,
POINT (436690.4637910356 8460938.24474603),1550,,
POINT (437128.53734267654 8459778.705563882),3490,,
POINT (436948.98951057513 8459983.344286913),17698,,
POINT (436548.0552141724 8461045.198180987),4574,,
POINT (436880.75091039675 8460056.742558295),13668,,
POINT (436643.4064900837 8461226.14869336),14814,,
POINT (436718.4754623929 8460875.212695451),13135,,
POINT (436625.2298782801 8461029.539393751),18482,,
POINT (436759.3907241877 8460522.56602095),6846,,
POINT (436666.36064939614 8460873.677470075),10494,,
POINT (436818.8317554679 8460717.155463094),2146,,
POINT (436663.0552664186 8461002.070984535),8317,,
POINT (436594.30933423544 8460925.468234269),3728,,
POINT (436772.36912632873 8460778.073119048),1362,,
POINT (436647.10079673724 8461008.567937465),14494,,
POINT (436691.4390640795 8460876.3128188),232,,
POINT (436587.0432331822 8461056.708239289),946,,
POINT (436677.7417297988 8461013.32751917),3412,,
POINT (436999.58834862284 8460015.039140493),12040,,
POINT (436572.45954689995 8461068.804936878),14792,,
POINT (437043.9819095742 8459905.194739556),9735,,
POINT (436573.51477875595 8461017.087311499),10858,,
POINT (436635.8547489973 8461018.310696406),7094,,
POINT (436533.4986222232 8461638.366094034),957,,
POINT (436499.02499371406 8461561.4361049),12366,,
POINT (436565.0688652607 8461536.713942122),2319,,
POINT (436266.1884245097 8461637.765813706),18941,,
POINT (436144.9925564717 8461590.406253107),8631,,
POINT (436403.9650924133 8461634.35883545),18769,,
POINT (436252.84221175493 8461649.18600319),7154,,
POINT (436185.70502140245 8461681.95588425),15446,,
POINT (436162.69770128024 8461686.731792018),15381,,
POINT (436597.5519153088 8461632.352471689),10409,,
POINT (435715.3878236693 8460792.806539008),9938,,
POINT (435548.8183644822 8461791.027368858),7104,,
POINT (436909.38204523025 8458738.241027087),4101,,
POINT (436505.91045577993 8461371.690924525),1791,,
POINT (436525.44825592235 8461338.98488991),7636,,
POINT (435705.65620026283 8460799.020333156),12047,,
POINT (436602.74872870266 8461358.132303523),5356,,
POINT (435702.80888999946 8460829.237432435),13857,,
POINT (436599.8040127423 8461777.282848815),16251,,
POINT (435653.39091518125 8461802.505029397),12235,,
POINT (436655.0126528097 8461701.906563815),10655,,
POINT (436649.6270652491 8461611.909079535),18144,,
POINT (436487.6072256388 8461479.785037741),11558,,
POINT (436481.32545315323 8461421.46242412),13429,,
POINT (436502.76616316044 8461479.158842007),11006,,
POINT (435775.8187856991 8461807.054360818),15683,,
POINT (436501.67753276235 8461402.647286765),1972,,
POINT (451957.4237227439 8447635.72168096),4542,,
POINT (451903.8864324001 8447645.055324437),18928,,
POINT (451921.79415099893 8447666.124483418),486,,
POINT (452415.4880432545 8447456.232655887),10712,,
POINT (452379.6286924522 8447489.765812587),5553,,
POINT (452397.53307168727 8447543.47280737),11445,,
POINT (452390.23325784 8447543.879452078),3839,,
POINT (452355.3146597903 8447535.076922556),9094,,
POINT (452354.1671828613 8447548.012629958),17432,,
POINT (452401.38605897914 8447697.64907128),6641,,
POINT (452383.7759093056 8447480.549625216),2709,,
POINT (452419.203080065 8447418.359845214),13152,,
POINT (452431.6366326909 8447394.278799556),2382,,
POINT (452428.10271275387 8447407.283648225),16977,,
POINT (452270.9356517844 8447406.701980181),3215,,
POINT (452297.42805331916 8447452.29059719),11714,,
POINT (452345.3035334217 8447420.577468324),8166,,
POINT (452349.71758310497 8447438.173702626),8854,,
POINT (452191.75937526725 8447337.171314789),18449,,
POINT (452171.6671004735 8447349.655930469),15665,,
POINT (452130.037615162 8447342.307101915),6455,,
POINT (452166.8934931023 8447365.208396692),19775,,
POINT (452220.58916293626 8447368.395801019),8832,,
POINT (452258.8784077457 8447382.900169276),5328,,
POINT (452230.4100603238 8447375.68236501),1806,,
POINT (452264.3910771269 8447365.115630202),2040,,
POINT (452243.5906180446 8447379.304941019),2745,,
POINT (452318.8442586959 8447325.50155601),5703,,
POINT (452332.3316023311 8447330.650228534),5294,,
POINT (451825.9793316779 8447382.997640189),14954,,
POINT (451849.1558765344 8447288.229254931),5364,,
POINT (451838.42455063364 8447317.336812614),17817,,
POINT (451982.2007243423 8447253.51894108),14787,,
POINT (452030.7676703459 8447217.41670023),16413,,
POINT (452181.54722997145 8447236.714711366),14425,,
POINT (452274.440541394 8447262.071174145),18459,,
POINT (452252.54022835416 8447252.188723864),2466,,
POINT (452268.71181931475 8447253.662324153),9020,,
POINT (452309.2637533676 8447261.122175049),13045,,
POINT (452301.09183656157 8447206.87776713),10310,,
POINT (452293.9391245006 8447224.39924863),19434,,
POINT (452227.03543446 8447186.895085376),15979,,
POINT (452198.4556064728 8447192.216557724),1821,,
POINT (452183.8178841302 8447196.636484746),19822,,
POINT (452127.55401410256 8447179.37723728),7137,,
POINT (452446.8833406429 8447250.380418759),17630,,
POINT (452415.3106857673 8447254.423044989),5064,,
POINT (452425.4864553253 8447271.202832501),1132,,
POINT (452068.18244831177 8447657.794505978),15758,,
POINT (451953.6421774365 8447608.363479028),10744,,
POINT (451976.8176944449 8447589.391627245),19354,,
POINT (451910.3979328215 8447542.76876431),10881,,
POINT (451900.7782886671 8447545.479079442),10943,,
POINT (451891.1955612743 8447538.003388839),19627,,
POINT (451907.33199473773 8447531.039510082),6506,,
POINT (451918.2960787197 8447517.209722823),11050,,
POINT (451915.33649752295 8447503.360671874),1853,,
POINT (451912.108923384 8447425.631285168),10563,,
POINT (451903.58822448424 8447417.878825476),7604,,
POINT (451912.9859203607 8447415.76752696),14700,,
POINT (451923.6069215454 8447414.819819303),5997,,
POINT (451882.6897407816 8447462.79856844),19299,,
POINT (451934.3780452637 8447454.511915252),9929,,
POINT (452014.0832006929 8447453.083761001),13012,,
POINT (451997.0444056685 8447495.540475098),19224,,
POINT (450988.2210027978 8447746.294944365),15044,,
POINT (450802.9064209233 8447690.456485623),14411,,
POINT (450831.84583856823 8447530.698242493),11070,,
POINT (450944.5218057082 8447674.188516075),2879,,
POINT (451193.21036832 8447664.72026652),13810,,
POINT (451043.6430233238 8447620.520256389),7651,,
POINT (451084.3039422102 8447522.428568631),14570,,
POINT (451097.90521457617 8447527.061104937),14392,,
POINT (451114.011238737 8447540.443280175),19001,,
POINT (451119.1088084025 8447552.8963298),19618,,
POINT (451125.6742953837 8447564.66820785),9920,,
POINT (451131.98543876974 8447590.001921011),12413,,
POINT (451220.10248019785 8447544.762242204),7764,,
POINT (451232.8975308585 8447537.718219366),5822,,
POINT (451310.983290899 8447573.481404781),6220,,
POINT (451369.3495515229 8447552.786404632),3066,,
POINT (451370.8989711837 8447568.894479044),17871,,
POINT (451399.8980626894 8447556.08707406),10999,,
POINT (451463.1840450414 8447486.37856538),19118,,
POINT (451455.15360102814 8447487.72917134),86,,
POINT (451470.86036718305 8447516.213169703),1857,,
POINT (451495.48500859493 8447517.319237676),10367,,
POINT (451523.89083968016 8447548.049073804),13830,,
POINT (451570.63459135895 8447551.664788017),8244,,
POINT (451478.6607591775 8447597.731291674),2575,,
POINT (451378.2252246213 8447645.823365109),3973,,
POINT (451319.19551300706 8447691.540765377),7345,,
POINT (451468.92971582664 8447715.65901696),6913,,
POINT (451469.0905332724 8447737.988005528),7556,,
POINT (451530.3918311523 8447671.32260913),19872,,
POINT (451612.7347767977 8447684.844871853),18389,,
POINT (451608.94562822377 8447698.662532607),8559,,
POINT (451631.08044501767 8447690.149712428),18263,,
POINT (452645.6816774806 8447003.63923278),2688,Residential,Masonry
POINT (451792.0966263456 8447231.033108665),7748,Outbuilding,Masonry
POINT (452669.2956749778 8446992.194590647),15589,Residential,Masonry
POINT (452561.8201851714 8447232.827983651),4776,Religious,Masonry
POINT (452810.6900701909 8446944.559546772),5489,Outbuilding,Masonry
POINT (452572.3122378514 8447181.725434197),11248,Outbuilding,Masonry
POINT (452551.2766277936 8447210.174375938),18200,Outbuilding,Masonry
POINT (452856.9889730117 8446893.121488161),6412,Residential,Masonry
POINT (452699.7791504469 8446947.527654734),5021,Residential,Masonry
POINT (452794.5789503538 8446953.565566853),13087,Residential,Masonry
POINT (452559.3660609574 8447197.550724655),5761,Residential,Masonry
POINT (452757.36549284554 8446933.756986862),4495,Residential,Masonry
POINT (452634.8772189183 8447026.235022796),2948,Residential,Masonry
POINT (452625.9682400041 8447134.063745711),18084,Outbuilding,Masonry
POINT (452763.65809057467 8446975.801426744),4727,Residential,Masonry
POINT (452687.1387870394 8446965.388005856),14691,Residential,Masonry
POINT (452716.75446367246 8446940.449963694),19115,Residential,Masonry
POINT (452630.21247532545 8447050.53510113),18066,Residential,Masonry
POINT (452621.3836625762 8447147.290771004),7222,Residential,Masonry
POINT (452605.10523504333 8447141.353961058),3266,Outbuilding,Masonry
POINT (452768.67921890685 8446949.33487418),6742,Outbuilding,Masonry
POINT (452733.1216950219 8446937.521221343),9781,Outbuilding,Masonry
POINT (452727.5011800189 8446971.2078211),16122,Fale,Masonry
POINT (451911.6110632556 8447118.775377242),4111,Hotel,Masonry
POINT (451807.9471469414 8447131.195732538),3991,Tourist Fale,Timber
POINT (451921.5460440191 8447116.844792847),9557,Hotel,Masonry
POINT (451874.5037014687 8447127.868564941),4900,Hotel,Masonry
POINT (452000.1232037112 8447103.603548234),1576,Hotel,Masonry
POINT (451666.75543117407 8447202.63963258),1576,Residential,Masonry
POINT (452752.3016871636 8446909.421935607),3420,Residential,Masonry
POINT (452476.6688485478 8447035.894847764),13400,Residential,Masonry
POINT (452711.2395279748 8446925.243395245),7837,Residential,Masonry
POINT (451901.5287995031 8447132.652635548),11838,Fale,Masonry
POINT (451898.7750470818 8447117.679474441),10411,Fale,Masonry
POINT (451889.1695069885 8447121.71524735),14418,Fale,Masonry
POINT (451842.42234572355 8447125.697788307),3012,Tourist Fale,Timber
POINT (451949.56285290496 8447109.959573446),11145,Hotel,Masonry
POINT (451883.660606012 8447122.93248139),1599,Fale,Masonry
POINT (451940.31551788584 8447112.09928214),10097,Hotel,Masonry
