WKT,ID,Use_Cat,Cons_Frame
POINT (437980.77540346043 8447497.159024114),15212,,
POINT (438135.79300390027 8447942.031799126),8331,,
POINT (436548.67180815793 8453673.174415912),17124,,
POINT (437634.367009154 8448874.802788965),7814,,
POINT (437949.15851521416 8447518.08161691),7613,,
POINT (436867.02651608275 8451085.248227973),12671,,
POINT (438109.992172749 8447872.53122869),5302,,
POINT (436610.13602696493 8453471.454081014),12171,,
POINT (437669.93835444347 8448851.821964113),13540,,
POINT (438020.10551605234 8447473.222989352),12696,,
POINT (437430.04026017064 8450887.74805281),16754,,
POINT (438127.85081491765 8447869.772198671),17447,,
POINT (437943.81651396834 8447810.872817215),6784,,
POINT (436603.8279451556 8453391.129361084),4621,,
POINT (437673.88269421936 8448837.589996984),2539,,
POINT (438032.1480723421 8447467.462300446),7108,,
POINT (437352.11620009615 8450728.325078236),6083,,
POINT (438224.8130255315 8448261.8676584),7186,,
POINT (437945.7383938808 8447831.970008204),19445,,
POINT (436581.2350072514 8453432.108158633),16870,,
POINT (437642.8657957807 8448771.891533172),10550,,
POINT (438065.83094086364 8447443.145567467),14776,,
POINT (437776.4765145928 8450460.49588914),5620,,
POINT (438152.7081275525 8448197.144500447),2306,,
POINT (437977.30829552986 8447845.148247529),6423,,
POINT (436775.08358953596 8452939.579275308),12565,,
POINT (438086.52484293183 8447436.360689698),1307,,
POINT (438292.99040218326 8449975.073539164),4132,,
POINT (437963.3799641488 8447793.887597572),11949,,
POINT (437764.805148937 8448771.630923642),15993,,
POINT (436781.326331217 8452858.56303431),6293,,
POINT (438914.6782809075 8454640.408545556),19893,,
POINT (439578.4110966923 8447693.970422568),10661,,
POINT (439771.501800715 8447784.650126874),9834,,
POINT (439559.2619397939 8447791.25397359),19376,,
POINT (439468.0431004836 8447671.281834561),6538,,
POINT (438924.2140142605 8447729.684969043),12358,,
POINT (439147.30470135406 8447691.040364547),5742,,
POINT (439005.1397364013 8447809.441715773),14602,,
POINT (439419.8709844292 8447780.200063098),14802,,
POINT (439395.3660494015 8447727.296786029),15843,,
POINT (439522.1601921857 8447679.556873007),11416,,
POINT (439564.37411936064 8447731.292884184),14006,,
POINT (439201.5449300945 8447732.633984976),13414,,
POINT (438944.6399929063 8447730.839741733),7787,,
POINT (439941.17960819096 8447819.375713231),9351,,
POINT (439431.68093039084 8447762.606995601),17270,,
POINT (439049.9869168872 8447725.893702228),18733,,
POINT (439458.7726211727 8447712.92063912),18038,,
POINT (439584.39962167805 8447734.782695336),18675,,
POINT (439223.36918173224 8447727.233393474),4962,,
POINT (439477.2139924784 8447719.77990538),3816,,
POINT (439786.17843730736 8447703.6413405),3299,,
POINT (439459.52252702235 8447819.933335295),19638,,
POINT (439016.45119692956 8447792.809601255),3896,,
POINT (439031.9730536232 8447727.316025386),19757,,
POINT (439305.4666690031 8447717.109890364),8271,,
POINT (439789.0691902838 8447794.839421587),17109,,
POINT (439499.2807441457 8447719.085717361),10723,,
POINT (438860.3737329255 8447782.655906832),1773,,
POINT (439611.0240013928 8447807.907458441),16245,,
POINT (439250.1597318684 8447656.385550853),6744,,
POINT (439066.8301188683 8447770.167742359),12951,,
POINT (438923.5105573601 8447784.146301651),12598,,
POINT (439765.1999465658 8447721.633912433),9503,,
POINT (439974.95697995485 8447837.637580626),5532,,
POINT (438330.86249460763 8447438.964653097),5407,,
POINT (438294.50991292245 8447577.428456306),16639,,
POINT (438248.765980507 8447440.116454413),14055,,
POINT (437686.700549836 8447403.035746476),16995,,
POINT (438477.5256515019 8447397.93822741),14513,,
POINT (438652.8384578895 8447503.277343096),19694,,
POINT (438527.38305309304 8447544.898436135),2886,,
POINT (438813.1384153701 8447895.4107638),582,,
POINT (438471.54920851276 8447516.641204674),12797,,
POINT (438644.3236936306 8447786.317694126),11136,,
POINT (438281.0265730273 8447543.800025012),17244,,
POINT (438549.2347511718 8447440.759523384),4642,,
POINT (439156.573267265 8448272.149156554),11686,,
POINT (438631.9198653215 8447465.0724246),8114,,
POINT (438275.19112989714 8447523.446382537),16462,,
POINT (438249.8415234548 8447426.255227616),2882,,
POINT (438555.15106769424 8447457.788749684),1903,,
POINT (437790.56871898577 8447435.95544047),4650,,
POINT (439057.183902102 8448313.712133091),3364,,
POINT (438635.44905228633 8447518.907641388),5273,,
POINT (437645.95125059073 8447406.283486614),7678,,
POINT (438557.3029923617 8447563.812247692),12389,,
POINT (438813.92941725545 8447659.174267597),14542,,
POINT (438763.0664988575 8447705.383388016),16177,,
POINT (438132.7933068509 8447491.685027968),13528,,
POINT (438307.55478136573 8447439.606237857),4382,,
POINT (438252.8479493648 8447524.451690674),12603,,
POINT (438383.67111081764 8447449.113977274),4758,,
POINT (438619.8555502893 8447524.107057305),10462,,
POINT (438779.30121258355 8447783.752943717),18368,,
POINT (438422.95374631917 8447497.90094963),10946,,
POINT (438535.08493036486 8447425.919509),15787,,
POINT (439060.10874075355 8448407.245510489),12280,,
POINT (438250.4431098126 8447552.352847114),1919,,
POINT (438585.0182675659 8447581.845313933),721,,
POINT (438662.36236142565 8447536.032535955),2535,,
POINT (438130.8737596011 8447470.660649966),12002,,
POINT (438441.9850909062 8447515.571166825),8145,,
POINT (438192.93208239856 8447467.746941362),14312,,
POINT (438558.9986014437 8447487.056342557),7683,,
POINT (438627.8107547006 8447607.369381273),3492,,
POINT (438676.3726742259 8447570.28620755),17792,,
POINT (438771.8249536076 8447830.97747447),10038,,
POINT (438540.8764912393 8447403.0687013),13069,,
POINT (439281.8856947117 8448604.724827426),3982,,
POINT (438275.598062382 8447570.457029473),11157,,
POINT (438218.4691897464 8447466.316312782),18691,,
POINT (438503.55609075393 8447406.715117237),4540,,
POINT (438641.8257747543 8447487.453675687),19490,,
POINT (438162.2965398102 8447481.089145124),1630,,
POINT (438525.60278549534 8447566.732293835),14172,,
POINT (438450.6539673989 8447395.93545564),14323,,
POINT (438488.9039106673 8447516.524975196),16983,,
POINT (438606.82357008854 8447413.933768325),11522,,
POINT (438692.5230618123 8447644.836598668),17606,,
POINT (438741.442287597 8447616.32905032),10070,,
POINT (438270.4286860152 8447590.624933518),4687,,
POINT (438779.540645913 8447845.057442134),453,,
POINT (439319.1053635414 8447425.917340996),17237,,
POINT (438065.8127426602 8447378.681806684),17047,Outbuilding,Timber
POINT (437923.30637247773 8447629.101503253),15088,Residential,Masonry
POINT (437974.8217319537 8447458.425612101),6694,Outbuilding,Masonry
POINT (439953.5843648678 8447393.867810575),4801,Residential,Masonry
POINT (437966.8217508831 8447442.403145859),7993,Residential,Masonry
POINT (438430.66444669256 8447395.366436144),13918,Outbuilding,Masonry
POINT (438443.8752435557 8447412.223667983),12708,Residential,Masonry
POINT (438017.6546334455 8447355.465657618),13184,Residential,Masonry
POINT (438056.23040164215 8447376.842878208),13738,Outbuilding,Timber
POINT (438051.3061371784 8447363.224117922),2835,Residential,Masonry
POINT (437887.64042239846 8447360.134766836),17519,Residential,Timber
POINT (438013.34980580554 8447300.785106523),9871,Community,Masonry
POINT (437907.9522232378 8447355.41038396),16932,Residential,Masonry
POINT (438033.71031223395 8447371.84665095),3512,Residential,Masonry
POINT (438015.10031704436 8447378.424655035),10617,Outbuilding,Timber
POINT (439978.2410775171 8447379.650460333),16021,Outbuilding,Masonry
POINT (439932.7905515603 8447378.506724227),11084,Outbuilding,Masonry
POINT (437755.96830618934 8447351.709107067),6501,Outbuilding,Masonry
POINT (438306.66036701156 8447382.61449917),14766,Outbuilding,Masonry
POINT (438271.8277726835 8447373.950127035),1980,Outbuilding,Masonry
POINT (438483.54831990635 8447369.783652358),17611,Outbuilding,Masonry
POINT (437743.52866834484 8447349.837223325),19516,Outbuilding,Masonry
POINT (437764.3417501068 8447330.786291854),18405,Fale,Timber
POINT (438015.4506849833 8447369.166329462),16583,Outbuilding,Masonry
POINT (437989.1052174667 8447371.061051708),14719,Fale,Timber
POINT (438080.18803069915 8447427.524690978),16647,Outbuilding,Masonry
POINT (438122.55938693276 8447335.635729432),12210,Fale,Masonry
POINT (438183.8837689164 8447366.265003467),19867,Residential,Masonry
POINT (438372.9471414823 8447396.769016465),3636,Residential,Masonry
POINT (438415.60788930004 8447419.083078185),12561,Residential,Masonry
POINT (438401.28117241594 8447411.604709169),19011,Residential,Masonry
POINT (438406.46516428713 8447396.976366892),6575,Outbuilding,Masonry
POINT (438417.7255209398 8447406.268342024),131,Outbuilding,Masonry
POINT (438986.230180865 8454728.525801217),3894,,
POINT (440560.7681100967 8447638.596321879),1350,,
POINT (440451.1053131225 8447663.60335569),11351,,
POINT (440561.7888692729 8447710.242497524),12216,,
POINT (440245.6536647492 8448449.077147009),13777,,
POINT (440734.7616776787 8447873.100668542),6834,,
POINT (440147.64126512123 8447863.113654606),15581,,
POINT (440728.09902513673 8447894.577546012),8530,,
POINT (440378.73929586745 8447748.34522861),4870,,
POINT (440181.62037223665 8447783.162789065),7832,,
POINT (440299.3246282019 8448105.959148701),10525,,
POINT (440247.26280425047 8447715.487763902),16160,,
POINT (440433.73605053354 8447646.873706564),11263,,
POINT (440561.18371382635 8447650.2347611),9105,,
POINT (440257.12580254953 8447787.580856355),11757,,
POINT (440514.93628462474 8447827.828215292),11530,,
POINT (440264.7375148768 8447715.592651425),291,,
POINT (440176.5265201281 8448343.64692403),14670,,
POINT (440743.29081725003 8447850.986947555),5855,,
POINT (440381.9584381318 8447674.834688209),3434,,
POINT (440148.69981123257 8447600.743838893),11521,,
POINT (440724.2462900858 8447884.27246176),3466,,
POINT (440380.79214609537 8447731.281985175),1880,,
POINT (440284.8788562411 8448318.158520697),13446,,
POINT (440194.8483673712 8447649.690414688),12127,,
POINT (440297.59974050446 8447796.67028497),2325,,
POINT (440513.7822513428 8447819.072083928),17378,,
POINT (440316.2695184814 8447770.930661956),15658,,
POINT (440474.9940382755 8447584.370139295),15333,,
POINT (440681.0054804578 8447852.29640725),4324,,
POINT (440355.34877115075 8447682.655194355),11495,,
POINT (440523.65658677317 8447719.894237958),5057,,
POINT (440468.8166000017 8447742.307272645),11796,,
POINT (440139.92181533034 8447852.051842852),727,,
POINT (440242.3760399104 8448374.810721932),6213,,
POINT (440757.7645562506 8447666.011789257),1847,,
POINT (440670.4137422339 8447963.921741756),2524,,
POINT (440244.393201376 8447587.215105316),15567,,
POINT (440497.7472317502 8447661.915530993),10841,,
POINT (440507.2858759281 8447721.447049242),7647,,
POINT (440254.6761930182 8447815.56628355),16360,,
POINT (440564.5204888902 8447795.347939465),13329,,
POINT (440357.86070724815 8447742.996616544),4572,,
POINT (440489.62279299076 8447575.987584941),8707,,
POINT (440328.7754315705 8447691.56530387),5063,,
POINT (440264.3247251695 8448451.992346814),12220,,
POINT (440757.36712254013 8447546.573297376),17251,,
POINT (440238.49128115183 8447818.28708119),11163,,
POINT (440737.93517470214 8447889.799504457),14650,,
POINT (440420.4427379176 8447745.724403268),18256,,
POINT (440209.7300499741 8447757.281506322),19486,,
POINT (440296.3510064786 8447992.029330602),13856,,
POINT (440581.59602223645 8447703.801938802),12965,,
POINT (440304.52096440684 8447712.517660448),18604,,
POINT (440259.8118526287 8447569.87460218),9756,,
POINT (440598.45640023175 8447466.4255592),15311,Residential,Masonry
POINT (440420.8187528658 8447402.70896136),10299,Fale,Timber
POINT (440418.3358343856 8447410.838148406),16632,Fale,Timber
POINT (440418.1413234506 8447386.731194714),8455,Hotel,Timber
POINT (440409.5854415477 8447385.677501602),13261,Hotel,Timber
POINT (440399.0432558384 8447384.173656035),2434,Hotel,Timber
POINT (440395.9652040945 8447417.56430634),15602,Hotel,Masonry
POINT (440841.61036801245 8447501.656117436),16569,Outbuilding,Masonry
POINT (440803.1434787761 8447495.716544775),7422,Outbuilding,Masonry
POINT (440812.4002513639 8447497.438361665),13613,Outbuilding,Masonry
POINT (440670.3025990119 8447482.063861951),3165,Outbuilding,Masonry
POINT (440826.1821413764 8447502.618807048),10198,Residential,Masonry
POINT (445886.3603451964 8447565.817651771),19235,Tourist Fale,Timber
POINT (445896.1690111415 8447569.008655699),709,Tourist Fale,Timber
POINT (445903.7733569929 8447569.205949623),14586,Tourist Fale,Timber
POINT (445911.7277555317 8447571.124920672),1172,Tourist Fale,Timber
POINT (445919.5016453892 8447574.764491498),15912,Tourist Fale,Timber
POINT (445925.8614898641 8447578.038739592),19256,Tourist Fale,Timber
POINT (445834.3912262911 8447553.479448002),19069,Tourist Fale,Timber
POINT (445824.66368364316 8447553.730497621),18747,Tourist Fale,Timber
POINT (445814.76178555447 8447552.803692767),10322,Fale,Timber
POINT (445797.431257654 8447552.223391123),7062,Fale,Timber
POINT (445738.3805264387 8447543.402420558),603,Hotel,Timber
POINT (446286.8711284089 8447707.97177099),17697,Residential,Masonry
POINT (446245.2976341897 8447694.03499332),3175,Outbuilding,Masonry
POINT (446231.3135716851 8447693.75907973),11680,Residential,Masonry
POINT (446222.4425198975 8447685.852006713),12401,Outbuilding,Masonry
POINT (446152.6723089867 8447678.628680492),14046,Residential,Masonry
POINT (446175.30641207326 8447674.076553352),19393,Residential,Masonry
POINT (446206.46153883584 8447696.361989612),14408,Residential,Masonry
POINT (446121.7631158453 8447701.597902078),12373,Hotel,Masonry
POINT (446140.9130633951 8447666.478623772),11309,Outbuilding,Timber
POINT (446242.20119159087 8447725.251031933),6718,Outbuilding,Masonry
POINT (446195.4587462747 8447719.649823545),5262,Outbuilding,Timber
POINT (446139.80998415843 8447632.893888928),15880,Hotel,Masonry
POINT (446019.86776612716 8447717.845490048),7287,Outbuilding,Timber
POINT (446062.44533950795 8447717.648288783),11294,Outbuilding,Timber
POINT (446047.99048470746 8447723.881472193),967,Residential,Masonry
POINT (446051.4959839845 8447707.691965004),11714,Residential,Masonry
POINT (446034.4463646614 8447707.283922236),4295,Residential,Masonry
POINT (445989.6389199408 8447631.235078273),2388,Outbuilding,Masonry
POINT (445991.7444438346 8447665.78922888),11117,Outbuilding,Masonry
POINT (445970.8007489848 8447649.218243742),17288,Residential,Masonry
POINT (445928.054124518 8447614.10831831),4180,Residential,Masonry
POINT (445937.2216333795 8447633.60894352),6344,Outbuilding,Timber
POINT (445943.1086581245 8447625.781915374),6444,Outbuilding,Masonry
POINT (445907.675947351 8447644.057439977),19929,Residential,Masonry
POINT (445907.39324185776 8447601.058584522),13553,Residential,Masonry
POINT (445872.65369022125 8447590.557621378),8500,Outbuilding,Timber
POINT (445882.10103734664 8447614.44831168),7508,Fale,Timber
POINT (445848.96228270355 8447646.378557667),2512,Residential,Masonry
POINT (445789.95633782004 8447592.328278461),14349,Hotel,Masonry
POINT (445737.70723637874 8447574.789483352),11055,Hotel,Masonry
POINT (445721.46762303106 8447574.660723196),12173,Hotel,Masonry
POINT (445741.6102728659 8447585.017955594),3772,Hotel,Masonry
POINT (445721.375897477 8447598.716269478),10208,Hotel,Masonry
POINT (445733.4052235071 8447602.385205124),14705,Hotel,Masonry
POINT (445771.35707810125 8447553.562218284),15834,Hotel,Masonry
POINT (445736.88356554636 8447550.42332477),16307,Hotel,Timber
POINT (445934.69794506644 8447581.001215259),73,Tourist Fale,Timber
POINT (445943.53450310696 8447583.918415386),2367,Tourist Fale,Timber
POINT (445806.2725970024 8447552.876230406),9684,Fale,Timber
POINT (445717.2922343125 8447542.632914992),18537,Hotel,Timber
POINT (445723.9250228378 8447542.284735795),17022,Hotel,Timber
POINT (445732.14776618767 8447542.755115895),4432,Hotel,Timber
POINT (445744.7907108332 8447543.778372569),9139,Hotel,Timber
POINT (445781.6452289692 8447546.319204371),10880,Hotel,Timber
POINT (445774.01039448386 8447544.207944259),2555,Hotel,Timber
POINT (445758.51963597076 8447543.616215695),16729,Hotel,Timber
POINT (445752.62156898825 8447543.302125487),7135,Hotel,Timber
POINT (446148.3976085676 8447636.841112034),888,Tourist Fale,Timber
POINT (446156.0896234363 8447637.400817012),4336,Tourist Fale,Timber
POINT (446163.16227778257 8447638.140369648),4707,Tourist Fale,Timber
POINT (445645.3720094732 8447620.142457057),5083,Residential,Masonry
POINT (445651.13787187857 8447590.727126779),17333,Residential,Masonry
POINT (445561.0050061573 8447600.774403097),8954,Residential,Masonry
POINT (445526.06029339525 8447588.506203925),386,Outbuilding,Timber
POINT (445463.5599890077 8447563.145809582),8078,Residential,Masonry
POINT (445472.17144738545 8447624.730936514),8956,Outbuilding,Timber
POINT (445484.4626006191 8447597.80622694),10221,Residential,Masonry
POINT (445431.36831744184 8447565.190588573),2208,Outbuilding,Masonry
POINT (445135.35417620686 8447586.912414566),359,Residential,Masonry
POINT (445154.8770847352 8447583.30435858),87,Residential,Masonry
POINT (445181.0844934127 8447587.556458786),8344,Residential,Masonry
POINT (445002.7652586301 8447634.6074831),2153,Religious,Masonry
POINT (444732.3702972723 8447635.23340395),1996,Residential,Masonry
POINT (444660.72284167464 8447651.91103386),12341,Residential,Masonry
POINT (444648.41659551824 8447653.961052774),15560,Outbuilding,Masonry
POINT (444598.45228741295 8447654.764579356),9369,Outbuilding,Timber
POINT (444631.7691173118 8447656.423608636),8475,Residential,Masonry
POINT (444616.15896236314 8447646.380195655),19327,Residential,Masonry
POINT (444696.9606099579 8447648.413972558),9834,Fale,Timber
POINT (444515.98063493456 8447689.985414205),15043,Outbuilding,Masonry
POINT (446239.5006350243 8447700.428120239),11076,Fale,Timber
POINT (446286.09776099643 8447723.966704357),19538,Fale,Timber
POINT (444677.62936215574 8447657.982865099),9757,Fale,Timber
POINT (445758.4887596743 8447620.537418518),9351,Residential,Masonry
POINT (445767.0514407514 8447640.539088016),7873,Outbuilding,Masonry
POINT (445779.94361543225 8447593.054657364),11582,Hotel,Masonry
POINT (446564.0354160156 8447866.625563571),1039,Outbuilding,Masonry
POINT (445428.9165589976 8447584.14653105),18058,Residential,Masonry
POINT (445436.8544206205 8447536.249668397),2668,Hotel,Timber
POINT (445419.9321119681 8447535.608064275),15419,Hotel,Timber
POINT (445751.5752468316 8447578.171684768),7765,Hotel,Masonry
POINT (446181.3098388561 8447647.558455354),13733,Tourist Fale,Timber
POINT (446191.1893229119 8447651.485531628),12341,Tourist Fale,Timber
POINT (446225.2955442948 8447656.024164902),3480,Tourist Fale,Timber
POINT (446232.59320762014 8447658.002639836),10101,Tourist Fale,Timber
POINT (446240.6696758281 8447658.944963366),14474,Tourist Fale,Timber
POINT (446248.65869394736 8447660.886161689),1875,Tourist Fale,Timber
POINT (446007.45699898514 8447604.421630647),6301,Tourist Fale,Timber
POINT (446012.9730797008 8447606.538773183),4157,Tourist Fale,Timber
POINT (446019.56185477955 8447608.754346434),11728,Tourist Fale,Timber
POINT (446026.90453433 8447611.34115063),654,Tourist Fale,Timber
POINT (446124.5869987439 8447639.736512596),18787,Tourist Fale,Timber
POINT (446119.3109936858 8447638.245559013),19479,Tourist Fale,Timber
POINT (446114.3187849844 8447636.881333975),7950,Tourist Fale,Timber
POINT (446107.3849785329 8447635.238281148),3744,Tourist Fale,Timber
POINT (446078.9255186442 8447623.464384183),15216,Tourist Fale,Timber
POINT (446069.49257604085 8447622.296871997),14928,Tourist Fale,Timber
POINT (446062.1162360815 8447621.21734245),14769,Tourist Fale,Timber
POINT (445951.99582803145 8447587.803931957),7413,Tourist Fale,Timber
POINT (445671.25075122085 8447595.170706391),3804,Outbuilding,Timber
POINT (444522.2302868868 8447679.022011612),4693,Residential,Masonry
POINT (444675.4139978043 8447630.667237557),2791,Residential,Masonry
POINT (446343.43007387273 8447748.426136304),9494,Fale,Timber
POINT (446728.9311070248 8447880.053109318),14944,Residential,Masonry
POINT (445831.4072266968 8447664.002776504),2739,Fale,Masonry
POINT (446675.89585522073 8447899.256061105),5276,Residential,Masonry
POINT (446677.9618987539 8447911.724329527),2035,Residential,Masonry
POINT (443917.8607281373 8447768.322160358),1167,,
POINT (444000.50823116954 8447780.189110117),16235,,
POINT (443836.2504479741 8447745.204530723),19686,,
POINT (444173.5827318587 8447995.283593625),16241,,
POINT (444145.51962145785 8447975.384226818),11380,,
POINT (444145.2469459442 8447882.960804082),6295,,
POINT (444132.0856802378 8447882.17266283),3450,,
POINT (443825.7552228164 8447732.915873362),7829,,
POINT (444047.52704333136 8447804.747849422),7187,,
POINT (444000.19003841566 8447796.356469858),7854,,
POINT (443949.0344948981 8447874.135756277),3264,,
POINT (443967.969010121 8447870.538342165),14682,,
POINT (443884.45183583733 8447806.201470925),14831,,
POINT (443832.72497724066 8447857.225581137),19578,,
POINT (443823.84717773064 8447790.307534615),10914,,
POINT (443799.59640036244 8447685.534305124),18136,Outbuilding,Timber
POINT (444054.2454670729 8447658.810396137),12751,Outbuilding,Masonry
POINT (444014.1520357398 8447657.640247818),19402,Residential,Masonry
POINT (444016.90707898955 8447672.421750683),2769,Outbuilding,Masonry
POINT (443993.9889676644 8447657.954224566),14168,Residential,Masonry
POINT (443821.2558723534 8447610.911860552),1812,Hotel,Masonry
POINT (443830.3714557219 8447599.971877541),11625,Hotel,Masonry
POINT (443836.3555941445 8447600.740382478),15022,Hotel,Masonry
POINT (443849.2971319135 8447602.321419131),11471,Hotel,Masonry
POINT (443824.5107680918 8447643.851259284),12895,Outbuilding,Timber
POINT (443830.2275547973 8447655.86353641),7466,Residential,Masonry
POINT (443792.766923513 8447671.27281995),12213,Residential,Masonry
POINT (443920.70022813935 8447653.181146067),19647,Residential,Masonry
POINT (443891.4689903194 8447654.177602971),14910,Residential,Masonry
POINT (443885.5548600423 8447667.462160883),2547,Residential,Masonry
POINT (443874.17406068015 8447666.28504674),2679,Residential,Masonry
POINT (443859.2541657259 8447674.230393408),12617,Residential,Masonry
POINT (443844.17134432803 8447668.623818342),15121,Residential,Masonry
POINT (443829.9033138436 8447670.797956925),1970,Residential,Masonry
POINT (444061.0880122377 8447647.875291334),1325,Residential,Masonry
POINT (443948.8960969127 8447660.963707197),9914,Outbuilding,Masonry
POINT (443912.9195857469 8447662.640029922),13323,Outbuilding,Masonry
POINT (443791.7228656746 8447658.487597141),16521,Residential,Masonry
POINT (452764.6931987365 8447027.69351268),17485,Residential,Masonry
POINT (451862.869203001 8447121.644241808),11637,Tourist Fale,Timber
POINT (451856.000204439 8447122.693047324),1526,Tourist Fale,Timber
POINT (452704.26167298073 8447147.997602712),11958,,
POINT (452685.217492897 8446997.06208158),13596,,
POINT (452223.16492751933 8447385.36094729),11616,,
POINT (452632.1863929475 8447108.48828892),11604,,
POINT (452755.7776380128 8447378.97110774),17425,,
POINT (452686.2671522723 8447096.98752144),19047,,
POINT (452617.50907605427 8447237.708463954),17751,,
POINT (452349.4419309293 8447376.447941348),4836,,
POINT (452061.11327743443 8447559.109517578),8770,,
POINT (452681.68185380776 8447032.366649402),12807,,
POINT (452460.561676088 8447397.380535733),8484,,
POINT (452558.9124912408 8447334.790661847),9246,,
POINT (452085.773833393 8447587.302434862),17837,,
POINT (452669.4460526118 8447353.566814164),8272,,
POINT (452731.58661561186 8447153.47146542),10026,,
POINT (452259.6437972572 8447417.066058638),3414,,
POINT (452323.1921371723 8447406.67209984),19792,,
POINT (452052.47645209637 8447669.669744922),4302,,
POINT (452097.3962676628 8447567.272183113),10225,,
POINT (452326.2677236321 8447251.259559475),18636,,
POINT (452684.5179135787 8447164.207429381),17101,,
POINT (452757.40289675724 8447415.549721513),7474,,
POINT (452631.1677114535 8447257.567077076),11840,,
POINT (452401.0729766545 8447447.14412381),5320,,
POINT (452517.55912054353 8447285.415451493),11007,,
POINT (452716.6788856307 8447029.253428394),2385,,
POINT (452181.1870865966 8447222.461185003),10542,,
POINT (452763.3294203013 8446999.554726483),3991,,
POINT (452439.0728953137 8447257.601537433),9159,,
POINT (452226.45652284875 8447472.640588753),9132,,
POINT (452581.3351687853 8447286.65296471),1067,,
POINT (452405.03242237616 8447687.223545467),16503,,
POINT (452101.1376844345 8447588.928617189),1534,,
POINT (452355.26003519195 8447313.031449005),146,,
POINT (452687.32577576966 8447175.116426928),8731,,
POINT (451945.2118778077 8447618.828599803),8826,,
POINT (452393.9825382846 8447696.803604968),5845,,
POINT (452236.9064346357 8447364.352750743),12117,,
POINT (452634.7472805013 8447081.296823148),12943,,
POINT (452762.2568650161 8447395.00713351),13205,,
POINT (452642.4167265643 8447227.42492085),18361,,
POINT (452317.3441044565 8447385.752944821),3041,,
POINT (452053.3443972316 8447528.748628968),14298,,
POINT (452625.1297382637 8447367.370163659),14561,,
POINT (452694.9799831603 8447040.348913034),6368,,
POINT (452602.5804662548 8447272.01441027),9216,,
POINT (452076.0719472458 8447457.44216671),17562,,
POINT (452193.77900938544 8447287.9734171),3652,,
POINT (452310.7660086543 8447453.47130765),4491,,
POINT (452685.82639348635 8447253.681080656),12572,,
POINT (452083.21480336617 8447654.51536285),19065,,
POINT (452143.3578900901 8447554.18956452),17822,,
POINT (452734.17522942764 8447125.344239468),8654,,
POINT (452290.0989678163 8447405.93520519),14786,,
POINT (452371.3100341852 8447304.396002885),18948,,
POINT (452375.3584583672 8447356.757334448),9114,,
POINT (452679.6867011107 8447061.55117778),18670,,
POINT (452515.13331221463 8447239.053483492),11376,,
POINT (452128.01072457444 8447428.825424945),6212,,
POINT (452656.5159158833 8447257.81963085),19022,,
POINT (452372.1065603893 8447469.795435054),3282,,
POINT (452538.1525929915 8447335.081309672),6367,,
POINT (452190.1707037079 8447303.433887793),7674,,
POINT (452737.126633757 8447017.179255135),19405,,
POINT (452262.50056422007 8447479.944826607),9941,,
POINT (452657.56415225903 8447183.124918658),6059,,
POINT (451989.8353810661 8447616.886932189),10698,,
POINT (452363.1440657557 8447644.065250726),19804,,
POINT (452626.1640727212 8447219.678100204),15688,,
POINT (452013.3041924809 8447574.419255583),19076,,
POINT (452613.65340730996 8447253.72493856),3960,,
POINT (451986.8078370321 8447505.850821547),2912,,
POINT (452558.40088988113 8447319.30507841),15193,,
POINT (452654.88648291066 8447238.702237362),9112,,
POINT (452714.6589305696 8447352.804076623),10533,,
POINT (452510.1439538588 8447424.52017055),11921,,
POINT (450688.84472168935 8447893.99911255),7372,,
POINT (450692.1485110476 8447905.957192346),16616,,
POINT (450565.7496225609 8447908.838616995),13222,,
POINT (450572.4459244941 8447918.099000469),16216,,
POINT (450539.6078183942 8447938.921943873),12929,,
POINT (450564.7614936713 8447944.163335867),6218,,
POINT (450701.4799327952 8448013.465522286),13340,,
POINT (452695.01795682363 8447024.411165463),5126,,
POINT (452697.2308029072 8447066.7419436),11773,,
POINT (451770.37928791624 8447791.627288336),7720,,
POINT (451640.03952294355 8447791.765649958),1017,,
POINT (451632.2876068868 8447782.36375783),3403,,
POINT (451756.843343402 8447690.760513889),11448,,
POINT (451755.0723425688 8447679.308151174),299,,
POINT (451770.251453512 8447690.508257788),7663,,
POINT (451811.22462366655 8447707.893523222),6660,,
POINT (451822.95711991633 8447702.592259169),5560,,
POINT (451824.9012299214 8447708.195113394),1873,,
POINT (451789.10970701766 8447599.949614244),19325,,
POINT (451788.2046742367 8447572.559138982),121,,
POINT (451839.45081179345 8447590.465147758),14645,,
POINT (428403.03880466643 8447775.774465384),8608,Residential,Masonry
POINT (428634.6338013323 8447765.770292256),13477,Hotel,Masonry
POINT (429762.7806598237 8448542.092601303),9911,,
POINT (429752.52211167343 8448553.937536968),991,,
POINT (429770.4975359063 8448605.346319862),3125,,
POINT (429829.1902328807 8448549.80183932),1149,,
POINT (429824.9507837309 8448510.95764283),2480,,
POINT (429827.4157266588 8448532.50371323),13631,,
POINT (429847.83763100003 8448540.68753403),14225,,
POINT (429848.05188558844 8448557.73098314),11351,,
POINT (430143.8701094397 8448555.508596608),14822,,
POINT (430454.5791854652 8448714.840724755),10093,,
POINT (429948.18519311474 8448551.554156052),5828,,
POINT (430534.1348570723 8448672.415316245),5358,,
POINT (430237.8192063065 8448614.225732537),5863,,
POINT (430589.49925679323 8448631.330547804),17382,,
POINT (430257.53998049273 8448539.993543405),18247,,
