ID,Use_Cat,Cons_Frame,lat,long
13665,Hotel,Masonry,-14.042222623230991,-171.59561871031792
8529,Hotel,Masonry,-14.041762861963203,-171.59668782153312
12007,Hotel,Masonry,-14.0422602576287,-171.5963349411616
12114,Hotel,Masonry,-14.042061236849307,-171.59645903116493
16717,Hotel,Masonry,-14.041820771269885,-171.59555411741766
13044,Hotel,Masonry,-14.04155775781164,-171.5963211906987
14523,Hotel,Masonry,-14.04224635757734,-171.59610749095512
12083,Hotel,Masonry,-14.041576526839123,-171.5966606997294
3777,Hotel,Masonry,-14.04230081843502,-171.595953658764
17632,Hotel,Masonry,-14.041643257795492,-171.59649059096344
6640,Hotel,Masonry,-14.041686907926964,-171.5966554908461
7711,Hotel,Masonry,-14.041782830804296,-171.59649899925898
15605,Hotel,Masonry,-14.042052449752234,-171.5967428621845
10908,Hotel,Masonry,-14.042178207598072,-171.5958133412271
2600,Hotel,Masonry,-14.042237048603704,-171.59642736006163
15360,Hotel,Masonry,-14.0419913781658,-171.59641940376844
6154,Hotel,Masonry,-14.041694907859444,-171.595547941197
10216,Hotel,Masonry,-14.041707857615089,-171.59603339126076
5005,Hotel,Masonry,-14.04149695450327,-171.59663560982645
15329,Hotel,Masonry,-14.041924564159897,-171.59556281726208
11641,Hotel,Masonry,-14.042209540369159,-171.59674067465136
19459,Hotel,Masonry,-14.041724657685167,-171.59624749106894
6418,Hotel,Masonry,-14.04195065790926,-171.59672549076177
17990,Hotel,Masonry,-14.04185395804918,-171.59671599115427
19169,Hotel,Masonry,-14.042232907905916,-171.59651249100764
11190,Hotel,Masonry,-14.04229402486019,-171.5960392923458
989,Hotel,Masonry,-14.042178628460048,-171.59658489538307
11816,Hotel,Masonry,-14.04173705279858,-171.59613212176848
2027,Hotel,Masonry,-14.042110413017387,-171.595867924199
5153,Hotel,Masonry,-14.041919127584789,-171.59639790718063
12512,Hotel,Masonry,-14.041588707785579,-171.5964131411375
9486,Hotel,Masonry,-14.042368466619191,-171.59531608140625
12429,Hotel,Masonry,-14.042772866145285,-171.59505648895112
4912,Hotel,Masonry,-14.042544446456668,-171.59418903460295
1701,Hotel,Masonry,-14.042406341362895,-171.59422890099742
2999,Hotel,Masonry,-14.042540135792427,-171.59429730820042
16722,Hotel,Masonry,-14.042385554571892,-171.59433748994348
19164,Hotel,Masonry,-14.042378911815474,-171.59444230500293
12541,Hotel,Masonry,-14.042488365330604,-171.59452335216824
19016,Hotel,Masonry,-14.042521176415999,-171.59440807762607
2889,Hotel,Reinforced_Concrete,-14.042457752935004,-171.59500579507892
15028,Hotel,Reinforced_Concrete,-14.041992829789448,-171.59485078530852
15254,Hotel,Masonry,-14.042326202242512,-171.59482927904
11672,Hotel,Masonry,-14.042437114661418,-171.59476182992015
5717,Hotel,Masonry,-14.042476271932939,-171.5946521600078
6840,Hotel,Masonry,-14.042327198985376,-171.5958337086237
1690,Hotel,Masonry,-14.042324034331642,-171.595742535299
1596,Hotel,Masonry,-14.04234377547128,-171.59566702007578
1107,Hotel,Masonry,-14.041983370395561,-171.5962464578814
15892,Residential,Masonry,-14.04406284044721,-171.58427333585286
7921,Residential,Masonry,-14.044392701593848,-171.5841584230427
7174,Outbuilding,Masonry,-14.04283112615619,-171.58435469530002
17705,Outbuilding,Masonry,-14.042919872410502,-171.5845038171694
4078,Residential,Masonry,-14.042820199671153,-171.58427061904032
18339,Residential,Masonry,-14.042496007513598,-171.58401509394162
16856,Outbuilding,Masonry,-14.043533520365402,-171.5846812436323
1444,Residential,Masonry,-14.040324776973668,-171.59064929073614
7523,Outbuilding,Masonry,-14.040271799648465,-171.5903392526732
5727,Outbuilding,Masonry,-14.040488521120857,-171.59077643618278
19781,Outbuilding,Masonry,-14.040433927474533,-171.59081909788063
6528,Outbuilding,Masonry,-14.040417003109106,-171.59066758253354
15098,Residential,Masonry,-14.039841550300364,-171.59044269826944
2609,Outbuilding,Masonry,-14.039951187605066,-171.58963330941805
6109,Residential,Masonry,-14.039772387772157,-171.58970701324003
15054,Residential,Masonry,-14.039797292629304,-171.58934373672372
11051,Outbuilding,Masonry,-14.03896520172033,-171.59055649061546
570,Residential,Masonry,-14.039351579663807,-171.58847030184504
8101,Outbuilding,Masonry,-14.039645747850066,-171.58874445311554
6665,Residential,Masonry,-14.039661812395721,-171.58886890321892
11057,Residential,Masonry,-14.041249125736565,-171.59534550440767
16323,Hotel,Masonry,-14.040906482050442,-171.59510361371588
18378,Residential,Masonry,-14.040865374338482,-171.59394485908916
9489,Residential,Masonry,-14.0415252030102,-171.5943651684405
6609,Residential,Masonry,-14.041494042761547,-171.59445838025516
5941,Outbuilding,Masonry,-14.041374941297635,-171.59455516745777
12687,Commercial,Masonry,-14.03966843612807,-171.58915896455616
4155,Residential,Masonry,-14.039468870357208,-171.59123691908576
13947,Residential,Masonry,-14.039068584380919,-171.5906862371704
12005,Residential,Masonry,-14.039067990732395,-171.5904536908919
1139,Outbuilding,Masonry,-14.039032879281667,-171.59056095749114
3733,Residential,Masonry,-14.038621459677865,-171.58724465339114
616,Residential,Masonry,-14.04230576129087,-171.58396500850114
12324,Residential,Masonry,-14.041981787782476,-171.58356942173955
14059,Residential,Masonry,-14.0422767848584,-171.58316641176626
14216,Residential,Masonry,-14.042174772996987,-171.58283815700577
15258,Residential,Masonry,-14.043047101511215,-171.58406373680594
3449,,,-14.005372435119622,-171.58603332851894
16429,,,-14.005382631988793,-171.58484571462375
12520,,,-14.040162150000057,-171.5745505999991
14413,,,-14.03130390000368,-171.57689439999882
1535,Residential,Masonry,-14.028236047952712,-171.69928547653976
14516,Outbuilding,Masonry,-14.041163850000757,-171.65694065000017
14948,Outbuilding,Masonry,-14.041157850000811,-171.6571096000009
3311,Residential,Masonry,-14.040467984858651,-171.52153665083904
11087,Outbuilding,Masonry,-14.04060016884124,-171.5215608322531
491,Residential,Masonry,-14.04066733172307,-171.52168273620913
5987,Residential,Masonry,-14.040440104270937,-171.5222062463202
15672,Residential,Masonry,-14.040473282672226,-171.52206572799568
18512,Residential,Masonry,-14.040362604152953,-171.52204670640242
6747,Residential,Masonry,-14.040201719488396,-171.52200898171262
17056,Residential,Masonry,-14.040302473237114,-171.5221865111178
5107,Residential,Masonry,-14.040187733676737,-171.5221848709755
10043,Outbuilding,Timber,-14.040102491552576,-171.52221263971026
4890,Outbuilding,Masonry,-14.040155844875917,-171.52241665470908
18867,Residential,Masonry,-14.040403504100047,-171.52283872368366
11578,Residential,Masonry,-14.040584495262776,-171.52300089634227
17286,Residential,Masonry,-14.04056634831839,-171.52347633358366
18505,Residential,Masonry,-14.040492377248913,-171.52364088651785
8464,Residential,Masonry,-14.03990544514188,-171.5217207417374
17499,Residential,Masonry,-14.03959582981563,-171.5218551828688
2870,Outbuilding,Timber,-14.039442539702991,-171.52173078563004
15268,Outbuilding,Timber,-14.040145199709825,-171.52257889883057
13631,Outbuilding,Masonry,-14.040392540407339,-171.52168726747396
11453,Outbuilding,Masonry,-14.03907372401369,-171.52222754478956
17607,Outbuilding,Masonry,-14.040462196910985,-171.52346875103527
1265,Outbuilding,Masonry,-14.040372595005586,-171.52269413253384
2608,Outbuilding,Masonry,-14.040211708420525,-171.52163872496504
17243,,,-14.032885250000177,-171.51218314999986
6361,,,-14.032856950000399,-171.51208819999997
5297,,,-14.03276551572105,-171.51212628168744
18850,,,-14.035657900071419,-171.51400981665134
12281,,,-14.035507800002911,-171.51391804999955
14619,,,-14.036211529072006,-171.5143842622655
11062,,,-14.037026448104111,-171.51529986669684
19093,Residential,Masonry,-14.04074398822417,-171.51414105019248
7305,Outbuilding,Masonry,-14.040783766222535,-171.51429898124698
16634,Residential,Masonry,-14.040845113106029,-171.51490332212725
5952,Residential,Masonry,-14.041094875090357,-171.5148375415112
16971,Residential,Masonry,-14.040782829223517,-171.5141014382149
18027,,,-14.038943029337156,-171.49364574089321
10278,,,-14.032044750006685,-171.51021529999863
6604,,,-14.03911251837023,-171.49317501981193
4245,,,-14.030389450002353,-171.49359559999894
8568,,,-14.030831031298884,-171.49330958669088
3867,,,-14.032561421673554,-171.49430815586032
13407,,,-14.032584505297905,-171.4941674781284
16944,,,-14.031892128542234,-171.49415019136376
6373,,,-14.031679618468836,-171.49451735472522
15806,,,-14.03179365000192,-171.49460529999976
18840,,,-14.032373250005115,-171.49446250000324
14744,,,-14.032433308347604,-171.49493372813677
18813,,,-14.032300050000346,-171.49545504999853
19193,,,-14.032003250005026,-171.49506635000338
7813,,,-14.031702950006538,-171.4948939500094
8429,,,-14.030606731219542,-171.4973116120969
2778,,,-14.029172596522397,-171.50249299525152
10410,,,-14.029540565402225,-171.50201943171345
2102,,,-14.029725877089662,-171.5022646349826
2562,,,-14.02974305000396,-171.5024552999974
10307,,,-14.029299106609882,-171.50339332900785
3240,,,-14.029175550002114,-171.50487564999756
15552,,,-14.029602376984295,-171.5040546117671
18247,,,-14.030194471071813,-171.5034933683712
15674,,,-14.030246100002163,-171.5043926000003
8227,,,-14.03041286894244,-171.50469384322437
1855,,,-14.029939950002909,-171.50500730000658
4380,,,-14.029987650001479,-171.5051956000028
2320,,,-14.032720620003428,-171.5081871640097
10717,,,-14.031232450001037,-171.50844135000003
12530,,,-14.031337704848001,-171.50847927214494
14825,,,-14.031352950005576,-171.50833524999933
11642,,,-14.031656266270272,-171.50849813318095
10448,,,-14.032167873917489,-171.5088389612544
19179,,,-14.032081600000618,-171.50888995
3710,,,-14.032185650001034,-171.50909955000003
9908,,,-14.032305772901433,-171.50886996210443
10560,,,-14.032187194392543,-171.50897102427723
11098,,,-14.03221430000163,-171.50935540000012
11296,,,-14.03226056170139,-171.50923322836587
14380,,,-14.032837250007113,-171.5090558000021
4565,,,-14.032760093233533,-171.50936257270905
17034,,,-14.032892180067915,-171.50972398580123
18914,,,-14.032837630952125,-171.50985203347142
15281,,,-14.032956878172802,-171.51084094520593
6033,Fale,Timber,-14.041718588572158,-171.50622596777404
18177,Hotel,Masonry,-14.041782322891123,-171.50649131760963
2980,Residential,Masonry,-14.04166334035275,-171.506937555777
16301,Residential,Masonry,-14.041803189327371,-171.50700861086776
17712,Outbuilding,Timber,-14.041872934982639,-171.50551173049783
18378,Outbuilding,Masonry,-14.041524543633454,-171.50880900707577
15328,Residential,Masonry,-14.041676979657623,-171.50917215682804
13094,Residential,Masonry,-14.041626089151766,-171.50958546792842
4275,Residential,Masonry,-14.041646512018787,-171.51031071918334
17160,Residential,Timber,-14.041558999750347,-171.51082382707017
19953,Hotel,Timber,-14.04174815854122,-171.51267169464398
16597,Tourist Fale,Timber,-14.0417888508563,-171.51240525800617
16031,Tourist Fale,Timber,-14.04179540264572,-171.51232499989533
11250,Tourist Fale,Timber,-14.041758549373446,-171.51255922239088
4685,Tourist Fale,Timber,-14.04178066126943,-171.512492886672
5970,Tourist Fale,Timber,-14.041699584221625,-171.51277297108024
9743,Residential,Masonry,-14.0416994432793,-171.50884086606936
11173,Outbuilding,Timber,-14.041617832984663,-171.5055727018463
389,Residential,Masonry,-14.040405048859562,-171.49929967156518
4570,Residential,Masonry,-14.040365598391828,-171.49911910166696
7039,Outbuilding,Timber,-14.040479919535315,-171.49903205193198
859,Hotel,Masonry,-14.041915254477573,-171.50619333818852
56,Residential,Masonry,-14.041573977097704,-171.5018019689715
11617,Hotel,Masonry,-14.041781911304463,-171.50232341568136
978,Hotel,Masonry,-14.04108847888477,-171.4991869975384
10276,Commercial,Masonry,-14.039732080747642,-171.49409827669925
15383,Commercial,Masonry,-14.039781515207899,-171.49445729749021
12089,Commercial,Masonry,-14.039835291289352,-171.49458424564443
6923,Residential,Masonry,-14.039482632892835,-171.49469974397388
13782,Outbuilding,Masonry,-14.039773704279263,-171.4951015119038
19498,Residential,Masonry,-14.039749109054188,-171.49527307832062
7827,Residential,Masonry,-14.039839180288226,-171.49524624164795
15181,Residential,Masonry,-14.039937486895294,-171.49553795470663
10174,Outbuilding,Masonry,-14.040072375344819,-171.495648662508
983,Outbuilding,Masonry,-14.040576308211826,-171.49659480603805
3989,Residential,Masonry,-14.040568114726101,-171.496935850002
19750,Outbuilding,Masonry,-14.040769048009984,-171.49695679320075
4345,Tourist Fale,Timber,-14.040128000010672,-171.4953037353859
16621,Tourist Fale,Timber,-14.040066578014963,-171.49514813298876
6717,Tourist Fale,Timber,-14.040098517466653,-171.49521610672664
10029,Tourist Fale,Timber,-14.040046104052257,-171.49505231476996
15026,Tourist Fale,Timber,-14.040024811059292,-171.49499580636007
18089,Tourist Fale,Timber,-14.039998604369929,-171.49492865180065
224,Tourist Fale,Timber,-14.039955199472175,-171.49479761817713
843,,,-14.030033550002118,-171.61303635000027
164,Community,Masonry,-14.040040966915592,-171.6029277954184
19696,Community,Masonry,-14.040333668745873,-171.60296562741328
17047,,,-14.031182450000644,-171.57683379999824
10767,,,-13.995316100000476,-171.58512389999999
7245,,,-13.978316315566587,-171.56468814596474
19133,,,-14.040367771597491,-171.57475666027392
10686,,,-14.031128850002368,-171.57693290000327
135,,,-13.995319599999833,-171.58498179999992
4989,,,-14.040778700137528,-171.57387545002115
326,,,-13.995451700001126,-171.5850317500001
11762,,,-14.04072210628785,-171.57479947687875
8810,,,-13.995189450000549,-171.58520195000003
18904,,,-14.037487703176515,-171.5753198188976
7580,,,-14.039506757569193,-171.5748584241662
4228,,,-13.99625788251829,-171.58474425385253
13896,,,-14.037854299999271,-171.57446875000466
15491,,,-14.038982879358793,-171.57371130572338
5806,,,-13.996342650001107,-171.58469395000023
19763,,,-14.0376550315351,-171.57452171141668
18528,,,-13.98059240000121,-171.58767390000014
4484,,,-14.025603650000093,-171.57552664999784
11144,,,-13.998387086466115,-171.5833234753823
4555,,,-14.038811414198479,-171.57396488159068
6852,,,-14.035172664971517,-171.57724051990579
8363,,,-14.032730099999752,-171.57735250000295
8051,,,-13.980783527518296,-171.58771736097682
2394,,,-14.029587800001561,-171.57842634999832
12285,,,-14.042133493755385,-171.57476743241057
13791,,,-14.03904940000687,-171.57389009999972
14476,,,-14.035547450020111,-171.57544904999867
14985,,,-14.03286774999993,-171.57666095000027
2972,,,-13.986955380861634,-171.58802196410738
9720,,,-14.02992769999995,-171.57833669999852
15212,,,-14.0425072673637,-171.57439830854426
8331,,,-14.038488350004444,-171.572952649999
17124,,,-13.98663491302185,-171.58751937381922
7814,,,-14.030043650001286,-171.57757530000063
7613,,,-14.042317400002661,-171.57469064999978
12671,,,-14.010040828309585,-171.58463086348812
5302,,,-14.039116174316336,-171.57319315684546
12171,,,-13.98846015000116,-171.5869548999998
13540,,,-14.030252217218619,-171.57724640137715
12696,,,-14.04272455000181,-171.57403460000242
16754,,,-14.011839050003276,-171.57942184999985
17447,,,-14.039141511938784,-171.5730278272303
6784,,,-14.039670008177612,-171.57473352431896
4621,,,-13.989186266964246,-171.5870151491796
2539,,,-14.030380982840644,-171.57721019558548
7108,,,-14.042776900001302,-171.57392320000062
6083,,,-14.013278750001891,-171.58014705000025
7186,,,-14.035598500000397,-171.57212105000028
19445,,,-14.039479299998906,-171.57471525000037
16870,,,-13.988815249999949,-171.587223400002
10550,,,-14.030974311179577,-171.57749892352413
14776,,,-14.0429975000038,-171.57361179999646
5620,,,-14.015709710564257,-171.57622346825096
2306,,,-14.036182115685717,-171.57279026770016
6423,,,-14.039360843227714,-171.5744225791021
12565,,,-13.99327280000371,-171.58543980000024
1307,,,-14.043059300006858,-171.5734203000019
4132,,,-14.020109999996842,-171.5714512999998
11949,,,-14.039824010598362,-171.57455272652058
15993,,,-14.030979359139607,-171.5763696710758
6293,,,-13.994005450003838,-171.58538385000023
19893,,,-13.977941632581414,-171.56559105336524
10661,,,-14.040762477226794,-171.55959780672063
9834,,,-14.039946723784569,-171.5578075633977
19376,,,-14.03988247445291,-171.55977301610622
6538,,,-14.040965250004893,-171.56062045000004
12358,,,-14.040425471233332,-171.56565568756565
5742,,,-14.040779699998849,-171.56359044999266
14602,,,-14.039706100003377,-171.56490445000023
14802,,,-14.039979428075206,-171.56106418734112
15843,,,-14.040457228207012,-171.5612922970684
11416,,,-14.040891592057822,-171.5601190764561
14006,,,-14.040424724185247,-171.55972698729417
13414,,,-14.040404800001017,-171.56308719999873
7787,,,-14.040415472609086,-171.5654664925306
9351,,,-14.039636369463755,-171.55623538384464
17270,,,-14.040138750000013,-171.56095519999855
18733,,,-14.040462471063188,-171.564490961202
18038,,,-14.040588572452107,-171.56070539059493
18675,,,-14.040393600006936,-171.55954144999933
4962,,,-14.040454100006022,-171.56288520000206
3816,,,-14.040526950003526,-171.5605344499998
3299,,,-14.040679481049938,-171.5576734115936
19638,,,-14.039621029862344,-171.56069609257707
3896,,,-14.039856724298287,-171.56480006078917
19757,,,-14.040449221720266,-171.56465776006445
8271,,,-14.040547399998555,-171.5621250999972
17109,,,-14.039854972005628,-171.5576446452868
10723,,,-14.040533700005378,-171.5603300999999
1773,,,-14.039945150002465,-171.56624574999992
16245,,,-14.039733010210712,-171.55929327178632
6744,,,-14.041095249995044,-171.56263864999568
12951,,,-14.040062530144734,-171.56433399277995
12598,,,-14.039933042556886,-171.56566099434315
9503,,,-14.040516352572395,-171.55786730479647
5532,,,-14.039471973143135,-171.55592216672278
5407,,,-14.04304111076329,-171.57115735434692
16639,,,-14.04178839317116,-171.57149092333736
14055,,,-14.043028900002474,-171.57191764999996
16995,,,-14.04335180000515,-171.57712395000067
14513,,,-14.04341525568231,-171.56979997765274
19694,,,-14.042466650001487,-171.56817399999838
2886,,,-14.042087600002043,-171.56933495000143
582,,,-14.038924650004049,-171.56668070000066
12797,,,-14.04234187048448,-171.56985267429005
11136,,,-14.039907349998494,-171.56824654999738
17244,,,-14.042092150003638,-171.5716165500003
4642,,,-14.04302964999956,-171.56913489999917
11686,,,-14.035525788087025,-171.56349177239773
8114,,,-14.042811625271513,-171.5683685849458
16462,,,-14.042276049998232,-171.5716710499999
2882,,,-14.043154250004058,-171.57190800000078
1903,,,-14.042875808901073,-171.5690797270089
4650,,,-14.04305645000322,-171.5761612499995
3364,,,-14.03514785000076,-171.56441130000005
5273,,,-14.042324949999692,-171.56833469999816
7678,,,-14.043321534697943,-171.57750126856203
12389,,,-14.041917242540823,-171.56905743098648
14542,,,-14.041060604753696,-171.5666786240548
16177,,,-14.040641700005661,-171.56714865000075
13528,,,-14.04256009999967,-171.57299055
4382,,,-14.04303480000499,-171.5713732000004
12603,,,-14.04226647132038,-171.57187795393858
4758,,,-14.042950499994944,-171.57066805000326
1268,Tourist Fale,Timber,-14.04022955106606,-171.4954798118508
14523,,,-14.028953069638575,-171.6155393364365
17190,,,-14.025960032888735,-171.6095151448856
1925,,,-14.027569850000285,-171.61472024999733
5966,,,-14.028879900006086,-171.61144630000064
8630,,,-14.029916726753786,-171.61523146345928
18953,,,-14.027826300002666,-171.61519575000005
13526,,,-14.027923500000073,-171.61514889999984
18514,,,-14.028063129930537,-171.61062929503208
18281,,,-14.0285004061701,-171.61526467718474
6996,,,-14.031331060486146,-171.6095519286387
9615,,,-14.028265220250765,-171.6104411571573
44,,,-14.02986165450881,-171.61436442820158
12115,,,-14.024963100000264,-171.6136693499999
6231,,,-14.030020637430102,-171.61441372181224
3961,,,-14.02023208347098,-171.61252165033702
19209,,,-14.029743994252838,-171.6148307255177
5722,,,-14.026989900000324,-171.61129450000004
8723,,,-14.027869169428763,-171.61533666444413
19061,,,-14.033647588696546,-171.6108117538314
9723,,,-14.010728345281295,-171.60653201869977
19087,,,-14.014463162210273,-171.6075549758727
11169,,,-14.033554134268888,-171.61087712650377
14915,,,-14.030985138799661,-171.60933653006677
224,,,-14.03020275900613,-171.61403573103775
9707,,,-14.025183896595497,-171.61053863541528
15925,,,-14.028959813536643,-171.6102883131883
18397,,,-14.032318312459774,-171.60981106210335
16888,,,-14.026212188257324,-171.61016624172612
10983,,,-14.030903999101362,-171.60947630113876
18267,,,-14.028827655581063,-171.61036704163064
6799,,,-14.030347669511006,-171.61409023313405
17636,,,-14.009952093786604,-171.60360533128573
13542,,,-14.031045863863316,-171.61008884011673
11287,,,-14.03274347708806,-171.6114927613784
9873,,,-14.030142566915764,-171.61428840974762
820,,,-14.027458459420034,-171.6135850344178
5689,,,-14.024988538505847,-171.61378070151306
4281,,,-14.028766086293992,-171.61026309182057
6150,,,-14.00786290000416,-171.59630674999892
1066,,,-14.007556358283304,-171.5909472735588
18473,,,-14.018405293587806,-171.59565192150092
10441,,,-14.008254149087687,-171.59577534777262
1362,Residential,Masonry,-14.033707457515364,-171.61327743162934
221,Residential,Masonry,-14.034698333322343,-171.61115935873661
708,Residential,Masonry,-14.034182884084647,-171.61170371951914
15378,Residential,Masonry,-14.032377413666612,-171.61313131085623
9453,Outbuilding,Masonry,-14.032061956025801,-171.61306866987755
2316,Residential,Masonry,-14.033683964253273,-171.61099486133315
19730,Residential,Masonry,-14.034205950036231,-171.611387144435
9201,Residential,Masonry,-14.033587019103331,-171.61095724771053
10003,Residential,Masonry,-14.033197230924847,-171.61288945930247
8063,Residential,Masonry,-14.033389749726528,-171.61293117060237
4895,Outbuilding,Masonry,-14.033284750009766,-171.61307142857558
11823,Outbuilding,Masonry,-14.033527037865824,-171.6112672023805
9757,Residential,Masonry,-14.033601499515083,-171.6114811220099
16587,Outbuilding,Masonry,-14.033519997092313,-171.61144168919984
2407,Residential,Masonry,-14.034030092809466,-171.61196135747724
3673,Religious,Reinforced Concrete,-14.033370128812077,-171.61189116570077
10568,Residential,Masonry,-14.033530665044877,-171.61136658678373
19942,Residential,Masonry,-14.034063018037182,-171.61209090477993
12581,Residential,Masonry,-14.033334068854192,-171.61141815834367
12118,Residential,Masonry,-14.034252548895477,-171.61211367316497
1179,Residential,Masonry,-14.033911499895703,-171.61219802497683
19410,Residential,Masonry,-14.034166415729631,-171.61227577156467
13531,Outbuilding,Masonry,-14.033761194905763,-171.61234946986445
17687,Residential,Masonry,-14.034618432064303,-171.6126528436648
6117,Outbuilding,Masonry,-14.033936769570683,-171.61144951075732
1658,Residential,Masonry,-14.034193017094655,-171.6125532521574
18918,Outbuilding,Masonry,-14.034267889369286,-171.6120372460156
13591,Residential,Masonry,-14.034010862433169,-171.61137201429835
1364,Outbuilding,Masonry,-14.034088258757258,-171.6125496154803
7544,Residential,Masonry,-14.034043350000209,-171.61150819999946
11653,Outbuilding,Masonry,-14.032132324619807,-171.61306505062257
17012,Residential,Masonry,-14.032686408522892,-171.61232700054944
3536,Residential,Masonry,-14.033791211224209,-171.61090446531813
6709,Residential,Masonry,-14.034086997686291,-171.61063758097768
278,Residential,Masonry,-14.034116839665499,-171.6114221544929
11350,Residential,Masonry,-14.034684404183144,-171.61094642195698
16986,Residential,Masonry,-14.035028168957163,-171.61119154599996
17002,Residential,Masonry,-14.034274153922755,-171.6122997384646
259,Residential,Masonry,-14.034931060395772,-171.61102138532115
14795,Residential,Masonry,-14.032669366055615,-171.61278261676136
1520,Residential,Masonry,-14.032528822263433,-171.6150623411645
19427,Outbuilding,Timber,-14.035201874338018,-171.61340785784512
8528,Residential,Masonry,-14.035206388987529,-171.6130362872346
2578,Residential,Masonry,-14.03530943538902,-171.61326426170652
2366,Residential,Masonry,-14.035270941075211,-171.61213586123262
16458,Residential,Masonry,-14.034936084932443,-171.61233801194268
16360,Residential,Masonry,-14.035436223583373,-171.61124011813993
17694,Residential,Masonry,-14.034711183493785,-171.6121768631446
3589,Residential,Masonry,-14.035470169445068,-171.6131659053382
4434,Residential,Masonry,-14.03539857362347,-171.6129542594895
13014,Residential,Masonry,-14.035436730463415,-171.61275549200906
8108,Religious,Reinforced_Concrete,-14.0347960350219,-171.61312258963412
6281,Community,Masonry,-14.034554345310237,-171.61302629429355
19182,Residential,Masonry,-14.034996558781044,-171.61080530803108
10580,Residential,Masonry,-14.03520447264145,-171.6109569993741
7144,Outbuilding,Masonry,-14.03401870069256,-171.6105241746025
13718,Outbuilding,Timber,-14.035335794556987,-171.61201893190648
8122,Residential,Masonry,-14.035191291848916,-171.61179615337872
9073,Residential,Masonry,-14.035244730939779,-171.6117056476219
8244,Fale,Masonry,-14.034527274825308,-171.61316717292823
7048,Fale,Masonry,-14.034911062289936,-171.61256793137616
1757,Outbuilding,Masonry,-14.03365274818614,-171.61335105213988
54,Residential,Masonry,-14.033847359911347,-171.61330672097242
15211,Residential,Masonry,-14.03401396437219,-171.61336301294028
17145,Residential,Timber,-14.033378388363042,-171.6143643502216
2889,Hotel,Masonry,-14.03434190543156,-171.610092448677
16916,Hotel,Masonry,-14.034428184584497,-171.61006903710725
14770,Hotel,Masonry,-14.034464815934028,-171.6099810375671
961,Hotel,Masonry,-14.03440638297444,-171.60991771499314
2735,Hotel,Masonry,-14.034357806439086,-171.60984666780186
492,Hotel,Masonry,-14.034310683359276,-171.60977403668022
19500,Hotel,Masonry,-14.034247978273592,-171.6097162227961
13950,Hotel,Masonry,-14.034161966843719,-171.6096790129727
9796,Hotel,Masonry,-14.033566887083591,-171.60962676920516
19695,Hotel,Masonry,-14.03367361916632,-171.60971423923183
6111,Hotel,Masonry,-14.03373607280348,-171.60957228738883
14152,Hotel,Masonry,-14.033870094438138,-171.6099249357608
19483,Community,Masonry,-14.034584822744911,-171.61281730664442
8717,Residential,Masonry,-14.035303066644023,-171.6110933352927
6550,Tourist Fale,Timber,-14.03543803673688,-171.61170030474713
17973,Tourist Fale,Timber,-14.035590512957825,-171.61304776295137
374,Community,Timber,-14.035506790545154,-171.61331192233078
14593,Outbuilding,Timber,-14.035372461873955,-171.61338843077286
17577,Residential,Masonry,-14.035016603684838,-171.6114515511301
4998,Residential,Masonry,-14.033160375270027,-171.4336924204055
10014,,,-14.030896172954863,-171.655067211272
12966,Outbuilding,Masonry,-14.034623050000663,-171.61225300000027
6382,Outbuilding,Masonry,-14.033925630713359,-171.61419433910385
12008,Residential,Masonry,-14.033164325938811,-171.61373254486202
18184,Residential,Masonry,-14.03454353928534,-171.6117432881216
18657,Outbuilding,Masonry,-14.03237337977053,-171.6151352216801
3274,Outbuilding,Masonry,-14.033375600000573,-171.61382235000008
15757,Outbuilding,Masonry,-14.033509449999897,-171.6143131500003
3685,Residential,Masonry,-14.034069244718513,-171.61424722375182
12911,Outbuilding,Masonry,-14.033484399999987,-171.61452939999987
2596,Outbuilding,Masonry,-14.033407450000736,-171.6145276499998
5583,Residential,Masonry,-14.033540050003488,-171.61443510000078
264,Residential,Masonry,-14.033911550007014,-171.61450845000093
8387,Residential,Masonry,-14.033152349999476,-171.61395534999883
6466,Outbuilding,Masonry,-14.033008749999649,-171.61388564999984
12910,Outbuilding,Masonry,-14.034605656045112,-171.61233829633952
14459,Residential,Masonry,-14.034665582840637,-171.6124880959823
11283,Outbuilding,Masonry,-14.033126289423153,-171.61348577411923
2623,Residential,Masonry,-14.03499072229825,-171.61154174555926
4544,Outbuilding,Masonry,-14.0330468240961,-171.61348730580488
18298,Residential,Masonry,-14.035167623423353,-171.6111120542176
2910,Outbuilding,Masonry,-14.033371974170299,-171.61393025807445
10687,Residential,Masonry,-14.034606012110077,-171.61161853219602
14464,Residential,Masonry,-14.034545468744774,-171.6113047622842
12710,Residential,Masonry,-14.032968891184407,-171.6136689306908
13521,Residential,Masonry,-14.032770661549584,-171.61444087432926
7828,Outbuilding,Masonry,-14.032974958089516,-171.61315630357132
1618,Outbuilding,Masonry,-14.033373263071967,-171.61278080279666
9365,Outbuilding,Masonry,-14.033757224891096,-171.61217370659665
7405,Outbuilding,Masonry,-14.033769529073739,-171.61226824397738
14846,Residential,Masonry,-14.034096874194883,-171.61264841301147
8964,Outbuilding,Masonry,-14.034190553492303,-171.6127357223779
4212,Outbuilding,Masonry,-14.034005909555539,-171.61268407830815
8395,Outbuilding,Masonry,-14.034386926797179,-171.61298959887299
2140,Outbuilding,Masonry,-14.035518682117543,-171.61300549284593
