ID,Cons_Frame,Use_Cat,area,storeys,REGION
2706,Masonry,Residential,219.7,1,Falealili
2706,Masonry,Residential,344.4,1,Siumu
2710,Masonry,Outbuilding,25.4,1,Aleipata Itupa i Luga
2710,Masonry,Residential,54.2,1,Falealili
2718,Masonry,Residential,245.0,1,Falealili
2720,Masonry,Residential,263.5,1,Lepa
2747,Timber,Outbuilding,18.5,1,Aleipata Itupa i Lalo
2757,Masonry,Hotel,110.0,2,Falealili
2760,Masonry,Residential,115.5,1,Safata
2760,Masonry,Residential,575.2,1,Falealili
2761,Masonry,Residential,145.1,1,Siumu
2762,Masonry,Outbuilding,49.7,1,Vaa o Fonoti
2782,Masonry,Outbuilding,86.2,1,Siumu
2783,Masonry,Residential,111.2,1,Anoamaa East
2783,Masonry,Residential,151.6,1,Siumu
2785,Masonry,Residential,182.5,1,Lepa
2788,Timber,Hotel,50.4,2,Falealili
2793,Masonry,Residential,116.5,1,Aleipata Itupa i Lalo
2804,Masonry,Residential,94.0,1,Vaa o Fonoti
2807,Masonry,Residential,257.9,1,Lepa
2809,Masonry,Outbuilding,23.0,1,Falealili
2809,Masonry,Residential,55.8,1,Anoamaa East
2811,Timber,Outbuilding,69.4,1,Aleipata Itupa i Lalo
2814,Masonry,Outbuilding,45.4,1,Aleipata Itupa i Luga
2819,Masonry,Commercial,147.8,3,Aleipata Itupa i Luga
2822,Timber,Outbuilding,27.1,1,Falealili
2826,Masonry,Residential,83.9,1,Vaa o Fonoti
2829,Masonry,Outbuilding,74.1,1,Falealili
2831,Masonry,Religious,598.2,1,Safata
2831,Masonry,Residential,10.8,1,Aleipata Itupa i Lalo
2831,Timber,Outbuilding,27.5,1,Falealili
2834,Masonry,Outbuilding,154.3,1,Siumu
2834,Masonry,Residential,95.4,1,Aleipata Itupa i Lalo
2841,Timber,Outbuilding,19.3,1,Aleipata Itupa i Lalo
2843,Masonry,Outbuilding,37.4,1,Siumu
2845,Masonry,Residential,148.4,1,Lepa
2856,Masonry,Residential,130.5,1,Aleipata Itupa i Lalo
2862,Timber,Tourist Fale,17.0,1,Aleipata Itupa i Luga
2867,Timber,Residential,220.0,1,Falealili
2869,Masonry,Outbuilding,25.1,1,Falealili
2897,Masonry,Fale,55.2,1,Siumu
2912,Masonry,Hotel,143.3,2,Siumu
2916,Masonry,Outbuilding,57.8,1,Aleipata Itupa i Luga
2918,Masonry,Hotel,185.7,2,Lepa
2934,Masonry,Outbuilding,31.0,1,Aleipata Itupa i Lalo
2935,Masonry,Residential,212.6,1,Siumu
2947,Masonry,Outbuilding,91.9,1,Siumu
2952,Masonry,Residential,69.8,1,Vaa o Fonoti
2953,Masonry,Outbuilding,57.3,1,Falealili
2958,Masonry,Residential,99.1,1,Lotofaga
2964,Timber,Tourist Fale,17.0,1,Aleipata Itupa i Luga
2969,Masonry,Outbuilding,39.1,1,Aleipata Itupa i Lalo
2970,Masonry,Outbuilding,123.2,1,Safata
2974,Masonry,Outbuilding,65.0,1,Safata
2975,Masonry,Outbuilding,52.3,1,Lotofaga
2977,Masonry,Outbuilding,54.5,1,Falealili
2978,Masonry,Commercial,210.2,3,Siumu
2979,Masonry,Outbuilding,33.5,1,Vaa o Fonoti
2982,Masonry,Outbuilding,19.2,1,Aleipata Itupa i Lalo
2984,Timber,Hotel,23.0,2,Falealili
2985,Masonry,Outbuilding,72.2,1,Falealili
2994,Masonry,Outbuilding,67.9,1,Safata
3002,Masonry,Outbuilding,56.3,1,Safata
3019,Masonry,Outbuilding,119.2,1,Safata
3019,Timber,Outbuilding,16.7,1,Aleipata Itupa i Luga
3034,Masonry,Outbuilding,11.8,1,Aleipata Itupa i Lalo
3055,Masonry,Residential,197.9,1,Falealili
3057,Masonry,Residential,233.7,1,Siumu
3059,Masonry,Commercial,77.2,1,Falealili
3059,Masonry,Residential,435.2,1,Siumu
3060,Masonry,Outbuilding,83.4,1,Falealili
3061,Timber,Outbuilding,44.1,1,Lepa
3064,Masonry,Residential,39.2,1,Falealili
3071,Masonry,Hotel,536.7,2,Lepa
3072,Masonry,Outbuilding,10.7,1,Aleipata Itupa i Lalo
3073,Masonry,Outbuilding,53.9,1,Falealili
3075,Masonry,Residential,175.2,1,Falealili
3078,Masonry,Residential,165.0,1,Safata
3081,Masonry,Residential,168.2,1,Vaa o Fonoti
3081,Timber,Tourist Fale,18.7,1,Aleipata Itupa i Luga
3087,Masonry,Fale,29.8,1,Vaa o Fonoti
3088,Masonry,Residential,137.9,1,Aleipata Itupa i Luga
3092,Masonry,Outbuilding,27.2,1,Aleipata Itupa i Lalo
3092,Masonry,Outbuilding,59.7,1,Safata
3094,Masonry,Outbuilding,13.0,1,Falealili
3095,Masonry,Outbuilding,43.9,1,Siumu
3098,Masonry,Residential,214.1,1,Siumu
3105,Masonry,Commercial,51.9,3,Lepa
3108,Masonry,Residential,228.7,1,Aleipata Itupa i Lalo
3108,Timber,Hotel,35.4,2,Lepa
3113,Masonry,Outbuilding,111.2,1,Safata
3122,Masonry,Fale,82.4,1,Falealili
3126,Masonry,Outbuilding,35.5,1,Siumu
3127,Timber,Residential,131.1,1,Falealili
3130,Masonry,Outbuilding,18.4,1,Vaa o Fonoti
3132,Masonry,Outbuilding,35.2,1,Aleipata Itupa i Lalo
3139,Masonry,Residential,83.0,1,Falealili
3146,Masonry,Residential,112.0,1,Falealili
3156,Masonry,Residential,175.1,1,Aleipata Itupa i Luga
3158,Masonry,Outbuilding,27.2,1,Falealili
3164,Masonry,Residential,505.0,1,Safata
3174,Masonry,Outbuilding,71.5,1,Aleipata Itupa i Luga
3174,Masonry,Residential,110.7,1,Falealili
3181,Masonry,Outbuilding,45.2,1,Vaa o Fonoti
3183,Masonry,Residential,140.1,1,Aleipata Itupa i Lalo
3183,Masonry,Residential,236.3,1,Lepa
3185,Timber,Fale,171.8,1,Aleipata Itupa i Lalo
3191,Masonry,Tourist Fale,18.8,1,Lepa
3196,Masonry,Residential,228.8,1,Safata
3204,Masonry,Outbuilding,18.9,1,Falealili
3218,Masonry,Residential,104.9,1,Falealili
3224,Reinforced Concrete,Religious,618.3,1,Safata
3227,Masonry,Commercial,73.6,2,Siumu
3234,Masonry,Commercial,93.1,1,Siumu
3234,Timber,Outbuilding,20.5,1,Aleipata Itupa i Lalo
3235,Masonry,Residential,130.3,1,Lotofaga
3243,Masonry,Residential,77.0,1,Aleipata Itupa i Lalo
3258,Masonry,Residential,97.1,1,Aleipata Itupa i Luga
3259,Masonry,Outbuilding,84.9,1,Falealili
3262,Timber,Hotel,208.0,3,Siumu
3267,Masonry,Outbuilding,47.4,1,Safata
3276,Masonry,Residential,145.9,1,Safata
3278,Masonry,Outbuilding,15.9,1,Aleipata Itupa i Lalo
3278,Masonry,Residential,296.7,1,Siumu
3284,Masonry,Residential,141.8,1,Aleipata Itupa i Lalo
3299,Masonry,Residential,503.8,1,Safata
3304,Masonry,Residential,223.0,1,Falealili
3305,Masonry,Outbuilding,145.7,1,Safata
3308,Masonry,Outbuilding,82.9,1,Falealili
3314,Masonry,Residential,102.4,1,Aleipata Itupa i Luga
3316,Masonry,Outbuilding,76.4,1,Safata
3318,Masonry,Outbuilding,95.7,1,Falealili
3320,Masonry,Outbuilding,80.3,1,Safata
3334,Masonry,Residential,85.2,1,Falealili
3336,Masonry,Hotel,58.3,2,Lotofaga
3339,Masonry,Outbuilding,24.5,1,Falealili
3348,Masonry,Outbuilding,83.8,1,Falealili
3349,Masonry,Outbuilding,14.5,1,Vaa o Fonoti
3352,Masonry,Residential,138.7,1,Safata
3352,Masonry,Residential,282.3,1,Falealili
3352,Timber,Hotel,65.4,2,Lotofaga
3360,Masonry,Residential,135.8,1,Safata
3361,Timber,Outbuilding,27.0,1,Falealili
3372,Masonry,Outbuilding,20.1,1,Aleipata Itupa i Luga
3372,Timber,Tourist Fale,59.1,1,Siumu
3375,Masonry,Residential,191.1,1,Aleipata Itupa i Luga
3376,Timber,Hotel,233.7,3,Aleipata Itupa i Luga
3384,Masonry,Outbuilding,35.1,1,Vaa o Fonoti
3404,Masonry,Residential,141.7,1,Aleipata Itupa i Lalo
3410,Masonry,Residential,158.3,1,Aleipata Itupa i Lalo
3412,Masonry,Outbuilding,162.1,1,Falealili
3415,Masonry,Outbuilding,96.7,1,Falealili
3422,Masonry,Residential,154.7,1,Siumu
3425,Masonry,Residential,199.5,1,Safata
3440,Masonry,Residential,193.7,1,Safata
3460,Masonry,Residential,165.2,1,Siumu
3466,Masonry,Outbuilding,37.4,1,Siumu
3467,Masonry,Religious,466.0,1,Falealili
3469,Timber,Residential,67.2,1,Falealili
3471,Masonry,Outbuilding,36.1,1,Lotofaga
3474,Masonry,Hotel,332.4,1,Falealili
3479,Masonry,Fale,24.9,1,Siumu
3486,Timber,Hotel,43.9,2,Falealili
3489,Timber,Outbuilding,28.9,1,Aleipata Itupa i Luga
3491,Masonry,Outbuilding,61.8,1,Falealili
3499,Masonry,Outbuilding,29.5,1,Siumu
3500,Masonry,Outbuilding,30.3,1,Vaa o Fonoti
3504,Masonry,Residential,229.5,1,Aleipata Itupa i Luga
3508,Timber,Residential,103.2,1,Aleipata Itupa i Luga
3512,Masonry,Residential,92.0,1,Lotofaga
3515,Masonry,Outbuilding,148.3,1,Falealili
3515,Masonry,Residential,86.7,1,Aleipata Itupa i Lalo
3518,Masonry,Residential,175.8,1,Aleipata Itupa i Lalo
3530,Masonry,Outbuilding,120.8,1,Siumu
3531,Masonry,Outbuilding,26.0,1,Falealili
3537,Masonry,Residential,130.9,1,Falealili
3540,Masonry,Residential,164.5,1,Safata
3543,Masonry,Residential,134.6,1,Vaa o Fonoti
3546,Masonry,Residential,124.8,1,Falealili
3546,Timber,Outbuilding,19.4,1,Aleipata Itupa i Lalo
3549,Masonry,Residential,106.8,1,Vaa o Fonoti
3550,Masonry,Residential,172.6,1,Aleipata Itupa i Lalo
3572,Masonry,Residential,193.3,1,Safata
3574,Masonry,Residential,83.9,1,Vaa o Fonoti
3577,Masonry,Residential,46.7,1,Anoamaa East
3577,Masonry,Residential,546.7,1,Siumu
3578,Masonry,Residential,108.0,1,Safata
3579,Masonry,Outbuilding,77.3,1,Falealili
3583,Masonry,Residential,84.1,1,Aleipata Itupa i Lalo
3589,Masonry,Outbuilding,28.9,1,Vaa o Fonoti
3592,Masonry,Outbuilding,45.9,1,Falealili
3595,Masonry,Residential,83.2,1,Aleipata Itupa i Lalo
3603,Masonry,Residential,118.6,1,Siumu
3603,Masonry,Residential,326.0,1,Siumu
3604,Masonry,Outbuilding,68.0,1,Siumu
3605,Masonry,Residential,138.4,1,Vaa o Fonoti
3609,Masonry,Outbuilding,25.1,1,Vaa o Fonoti
3611,Masonry,Outbuilding,218.0,1,Siumu
3612,Masonry,Outbuilding,67.2,1,Aleipata Itupa i Luga
3615,Masonry,Residential,153.1,1,Falealili
3616,Masonry,Hotel,36.0,2,Lotofaga
3619,Masonry,Residential,261.4,1,Aleipata Itupa i Lalo
3620,Masonry,Residential,145.5,1,Siumu
3622,Masonry,Outbuilding,46.2,1,Aleipata Itupa i Lalo
3627,Masonry,Residential,129.1,1,Lepa
3631,Timber,Hotel,50.4,1,Falealili
3635,Masonry,Residential,113.1,1,Safata
3638,Masonry,Outbuilding,77.7,1,Falealili
3639,Masonry,Residential,234.2,1,Safata
3649,Masonry,Residential,164.3,1,Vaa o Fonoti
3652,Masonry,Residential,77.5,1,Aleipata Itupa i Lalo
3652,Masonry,Residential,79.4,1,Anoamaa East
3659,Masonry,Education,331.2,1,Aleipata Itupa i Lalo
3664,Masonry,Residential,97.3,1,Falealili
3669,Masonry,Outbuilding,57.7,1,Safata
3674,Masonry,Residential,132.6,1,Aleipata Itupa i Lalo
3683,Masonry,Outbuilding,29.1,1,Vaa o Fonoti
3688,Masonry,Residential,120.6,1,Vaa o Fonoti
3691,Timber,Outbuilding,18.3,1,Falealili
3692,Timber,Tourist Fale,11.1,1,Lepa
3697,Masonry,Residential,180.1,1,Falealili
3702,Masonry,Hotel,45.1,2,Lotofaga
3709,Masonry,Industrial,30.0,1,Aleipata Itupa i Lalo
3713,Masonry,Residential,248.2,1,Aleipata Itupa i Lalo
3713,Masonry,Residential,57.4,1,Aleipata Itupa i Lalo
3715,Masonry,Outbuilding,57.6,1,Safata
3716,Masonry,Residential,284.3,1,Safata
3718,Masonry,Residential,115.2,1,Aleipata Itupa i Lalo
3719,Masonry,Residential,42.0,1,Vaa o Fonoti
3721,Masonry,Residential,131.0,1,Siumu
3727,Masonry,Residential,36.7,1,Falealili
3728,Masonry,Residential,174.0,1,Falealili
3729,Masonry,Hotel,92.5,3,Lepa
3732,Masonry,Outbuilding,52.7,1,Lotofaga
3740,Masonry,Outbuilding,47.7,1,Lepa
3741,Masonry,Residential,348.2,1,Lotofaga
3744,Masonry,Outbuilding,61.3,1,Safata
3755,Masonry,Residential,89.1,1,Lepa
3767,Timber,Tourist Fale,19.9,1,Lepa
3783,Masonry,Residential,44.7,1,Falealili
3786,Masonry,Outbuilding,49.4,1,Aleipata Itupa i Luga
3788,Masonry,Residential,96.4,1,Vaa o Fonoti
3789,Timber,Outbuilding,12.3,1,Falealili
3792,Masonry,Outbuilding,58.0,1,Safata
3793,Masonry,Residential,521.7,1,Vaa o Fonoti
3794,Masonry,Residential,223.2,1,Falealili
3796,Masonry,Residential,129.9,1,Vaa o Fonoti
3799,Masonry,Residential,91.7,1,Falealili
3820,Masonry,Outbuilding,39.5,1,Lepa
3827,Masonry,Residential,129.9,1,Safata
3832,Timber,Outbuilding,250.2,1,Falealili
3833,Masonry,Fale,56.7,1,Siumu
3835,Masonry,Outbuilding,83.9,1,Safata
3839,Timber,Hotel,55.1,2,
3840,Masonry,Outbuilding,192.7,1,Siumu
3842,Timber,Outbuilding,32.7,1,Lepa
3843,Masonry,Outbuilding,60.1,1,Safata
3843,Masonry,Residential,217.1,1,Anoamaa East
3844,Masonry,Outbuilding,119.5,1,Falealili
3844,Masonry,Residential,98.7,1,Lotofaga
3851,Masonry,Religious,2036.7,1,Aleipata Itupa i Lalo
3855,Masonry,Residential,302.2,1,Falealili
3856,Masonry,Residential,311.6,1,Falealili
3860,Timber,Outbuilding,37.9,1,Aleipata Itupa i Lalo
3861,Masonry,Fale,17.0,1,Aleipata Itupa i Luga
3869,Masonry,Hotel,54.0,1,Lotofaga
3873,Masonry,Outbuilding,21.4,1,Aleipata Itupa i Lalo
3873,Masonry,Residential,609.1,1,Falealili
3891,Masonry,Fale,98.3,1,Aleipata Itupa i Luga
3895,Masonry,Residential,288.1,1,Falealili
3903,Masonry,Outbuilding,84.6,1,Siumu
3904,Masonry,Residential,263.0,1,Safata
3904,Masonry,Residential,74.7,1,Aleipata Itupa i Luga
3910,Masonry,Outbuilding,136.9,1,Siumu
3912,Masonry,Residential,188.0,1,Aleipata Itupa i Lalo
3921,Timber,Tourist Fale,11.1,1,Lepa
3933,Masonry,Residential,206.1,1,Anoamaa East
3937,Masonry,Residential,219.7,1,Falealili
3948,Masonry,Outbuilding,42.5,1,Lotofaga
3954,Masonry,Residential,132.3,1,Vaa o Fonoti
3966,Masonry,Outbuilding,34.3,1,Falealili
3969,Masonry,Residential,69.7,1,Lepa
3976,Masonry,Outbuilding,36.6,1,Falealili
3976,Masonry,Residential,223.6,1,Siumu
3977,Masonry,Residential,169.7,1,Safata
3981,Masonry,Outbuilding,45.1,1,Aleipata Itupa i Lalo
3986,Masonry,Residential,86.3,1,Aleipata Itupa i Lalo
3988,Masonry,Residential,135.1,1,Siumu
3989,Masonry,Outbuilding,97.5,1,Siumu
3999,Masonry,Outbuilding,46.8,1,Siumu
4004,Masonry,Outbuilding,23.8,1,Aleipata Itupa i Lalo
4019,Timber,Fale,22.8,1,Lotofaga
4021,Masonry,Outbuilding,41.6,1,Safata
4023,Masonry,Outbuilding,60.8,1,Siumu
4024,Masonry,Fale,57.7,1,Aleipata Itupa i Lalo
4025,Masonry,Residential,227.4,1,Safata
4028,Masonry,Outbuilding,117.2,1,Falealili
4040,Masonry,Outbuilding,126.6,1,Siumu
4047,Masonry,Commercial,355.2,3,Siumu
4050,Masonry,Residential,209.7,1,Safata
4070,Timber,Fale,45.6,1,Falealili
4081,Masonry,Residential,97.7,1,Falealili
4086,Masonry,Residential,214.1,1,Falealili
4090,Masonry,Residential,154.7,1,Aleipata Itupa i Lalo
4095,Masonry,Fale,17.0,1,Aleipata Itupa i Luga
4096,Masonry,Residential,153.3,1,Siumu
4097,Masonry,Residential,139.8,1,Siumu
4106,Masonry,Residential,237.9,1,Aleipata Itupa i Lalo
4111,Masonry,Residential,174.4,1,Siumu
4113,Timber,Hotel,44.7,1,Falealili
4118,Masonry,Residential,87.6,1,Falealili
4129,Masonry,Residential,74.3,1,Aleipata Itupa i Lalo
4130,Masonry,Outbuilding,30.2,1,Vaa o Fonoti
4136,Masonry,Residential,97.0,1,Vaa o Fonoti
4140,Masonry,Residential,109.3,1,Vaa o Fonoti
4141,Masonry,Outbuilding,58.9,1,Lotofaga
4153,Masonry,Outbuilding,76.4,1,Falealili
4161,Masonry,Residential,125.9,1,Falealili
4164,Masonry,Outbuilding,24.9,1,Falealili
4172,Masonry,Outbuilding,92.0,1,Siumu
4180,Masonry,Outbuilding,43.2,1,Siumu
4189,Masonry,Outbuilding,32.5,1,Aleipata Itupa i Lalo
4192,Masonry,Outbuilding,70.7,1,Vaa o Fonoti
4199,Masonry,Residential,252.5,1,Falealili
4202,Masonry,Outbuilding,49.4,1,Siumu
4220,Reinforced_Concrete,Hotel,964.5,2,Lotofaga
4221,Masonry,Residential,233.2,1,Falealili
4228,Timber,Outbuilding,10.6,1,Falealili
4230,Masonry,Residential,331.0,1,Siumu
4233,Masonry,Community,501.3,1,Falealili
4241,Masonry,Residential,234.5,1,Falealili
4243,Masonry,Residential,150.9,1,Falealili
4243,Masonry,Residential,91.2,1,Vaa o Fonoti
4243,Timber,Tourist Fale,13.2,1,Siumu
4245,Masonry,Residential,147.5,1,Lepa
4248,Masonry,Residential,110.8,1,Vaa o Fonoti
4250,Timber,Residential,34.1,1,Aleipata Itupa i Lalo
4252,Masonry,Residential,136.1,1,Aleipata Itupa i Lalo
4257,Masonry,Outbuilding,49.5,1,Anoamaa East
4258,Masonry,Outbuilding,53.3,1,Aleipata Itupa i Luga
4259,Masonry,Outbuilding,33.0,1,Anoamaa East
4263,Timber,Tourist Fale,23.0,1,Falealili
4269,Masonry,Residential,172.6,1,Aleipata Itupa i Luga
4273,Steel,Industrial,67.7,1,
4275,Masonry,Outbuilding,18.2,1,Lotofaga
4276,Masonry,Residential,156.7,1,Falealili
4276,Timber,Hotel,15.9,2,Lepa
4286,Masonry,Outbuilding,69.0,1,Vaa o Fonoti
4286,Masonry,Outbuilding,77.3,1,Safata
4287,Timber,Outbuilding,14.4,1,Aleipata Itupa i Lalo
4288,Masonry,Fale,309.1,1,Falealili
4291,Masonry,Commercial,548.6,3,Siumu
4292,Masonry,Residential,151.0,1,Safata
4293,Masonry,Residential,114.0,1,Safata
4295,Masonry,Outbuilding,58.0,1,Vaa o Fonoti
4298,Masonry,Residential,315.3,1,Safata
4312,Masonry,Residential,315.3,1,Aleipata Itupa i Lalo
4315,Masonry,Residential,304.2,1,Falealili
4318,Masonry,Outbuilding,26.7,1,Safata
4350,Masonry,Residential,58.2,1,Vaa o Fonoti
4353,Timber,Fale,11.1,1,Lepa
4354,Masonry,Outbuilding,11.4,1,Falealili
4359,Masonry,Residential,76.2,1,Vaa o Fonoti
4362,Masonry,Fale,17.0,1,Aleipata Itupa i Luga
4365,Masonry,Residential,74.0,1,Safata
4375,Masonry,Outbuilding,64.4,1,Falealili
4375,Masonry,Religious,99.9,1,Vaa o Fonoti
4380,Masonry,Outbuilding,67.1,1,Falealili
4382,Masonry,Commercial,65.6,1,Siumu
4385,Masonry,Residential,121.4,1,Aleipata Itupa i Lalo
4385,Masonry,Residential,169.8,1,Aleipata Itupa i Lalo
4395,Masonry,Residential,132.7,1,Siumu
4403,Masonry,Outbuilding,70.0,1,Lepa
4406,Masonry,Residential,219.9,1,Siumu
4423,Masonry,Outbuilding,71.5,1,Falealili
4423,Masonry,Residential,369.0,1,Falealili
4426,Masonry,Religious,356.3,1,Safata
4434,Masonry,Residential,178.1,1,Siumu
4434,Masonry,Residential,234.7,1,Siumu
4436,Masonry,Residential,303.5,1,Falealili
4438,Masonry,Residential,139.7,1,Aleipata Itupa i Luga
4441,Masonry,Residential,134.6,1,Falealili
4450,Masonry,Fale,17.0,1,Aleipata Itupa i Luga
4454,Masonry,Residential,269.2,1,Safata
4459,Masonry,Hotel,263.3,2,Aleipata Itupa i Luga
4460,Masonry,Residential,82.5,1,Siumu
4465,Masonry,Outbuilding,51.6,1,Siumu
4473,Masonry,Outbuilding,96.5,1,Siumu
4478,Masonry,Outbuilding,80.5,1,Falealili
4490,Masonry,Residential,148.0,1,Safata
4490,Timber,Outbuilding,56.8,1,Aleipata Itupa i Lalo
4493,Masonry,Outbuilding,125.8,1,Falealili
4493,Masonry,Outbuilding,74.7,1,Safata
4495,Timber,Fale,19.0,1,Aleipata Itupa i Lalo
4497,Masonry,Outbuilding,112.0,1,Falealili
4499,Masonry,Residential,74.7,1,Lepa
4502,Masonry,Residential,170.1,1,Siumu
4509,Masonry,Outbuilding,25.6,1,Aleipata Itupa i Luga
4511,Masonry,Religious,498.7,1,Vaa o Fonoti
4511,Masonry,Residential,108.3,1,Aleipata Itupa i Lalo
4518,Masonry,Outbuilding,12.8,1,Vaa o Fonoti
4528,Timber,Fale,40.9,1,Aleipata Itupa i Lalo
4538,Masonry,Hotel,115.1,2,Lotofaga
4541,Masonry,Residential,339.3,1,Siumu
4543,Masonry,Residential,110.6,1,Aleipata Itupa i Lalo
4544,Masonry,Residential,212.1,1,Falealili
4544,Masonry,Residential,51.7,1,Falealili
4549,Timber,Fale,39.4,1,Safata
4550,Timber,Outbuilding,13.9,1,Aleipata Itupa i Lalo
4551,Timber,Tourist Fale,17.0,1,Aleipata Itupa i Luga
4552,Masonry,Residential,138.7,1,Aleipata Itupa i Lalo
4553,Masonry,Outbuilding,86.3,1,Safata
4563,Masonry,Residential,123.3,1,Safata
4567,Masonry,Outbuilding,146.8,1,Falealili
4574,Masonry,Outbuilding,48.5,1,Safata
4576,Masonry,Residential,236.7,1,Siumu
4577,Masonry,Residential,126.1,1,Falealili
4582,Masonry,Residential,193.2,1,Lepa
4589,Masonry,Outbuilding,16.2,1,Lepa
4599,Masonry,Outbuilding,79.8,1,Lotofaga
4606,Masonry,Hotel,73.8,2,Lotofaga
4609,Masonry,Residential,127.6,1,Aleipata Itupa i Lalo
4611,Masonry,Outbuilding,142.0,1,Siumu
4622,Masonry,Hotel,81.0,2,Lotofaga
4627,Masonry,Residential,144.5,1,Vaa o Fonoti
4630,Masonry,Residential,162.5,1,Falealili
4632,Masonry,Outbuilding,39.3,1,Vaa o Fonoti
4632,Timber,Outbuilding,30.9,1,Aleipata Itupa i Luga
4636,Masonry,Residential,124.7,1,Safata
4636,Timber,Outbuilding,15.0,1,Aleipata Itupa i Lalo
4642,Masonry,Hotel,48.3,1,Lotofaga
4649,Masonry,Residential,190.8,1,Falealili
4660,Masonry,Residential,260.3,1,Siumu
4662,Masonry,Residential,56.2,1,Falealili
4673,Masonry,Religious,793.5,1,Falealili
4680,Masonry,Outbuilding,63.5,1,Lepa
4682,Masonry,Outbuilding,126.5,1,Safata
4686,Masonry,Residential,159.9,1,Falealili
4691,Masonry,Residential,164.5,1,Aleipata Itupa i Lalo
4692,Masonry,Outbuilding,126.7,1,Siumu
4702,Masonry,Residential,57.9,1,Vaa o Fonoti
4703,Timber,Tourist Fale,17.0,1,Aleipata Itupa i Luga
4706,Masonry,Outbuilding,30.8,1,Falealili
4706,Masonry,Residential,132.2,1,Safata
4709,Masonry,Residential,87.9,1,Falealili
4719,Masonry,Outbuilding,60.9,1,Siumu
4719,Masonry,Residential,102.2,1,Safata
4729,Masonry,Outbuilding,129.1,1,Siumu
4729,Masonry,Residential,247.2,1,Aleipata Itupa i Luga
4730,Masonry,Community,416.2,1,Falealili
4731,Timber,Outbuilding,56.5,1,Aleipata Itupa i Lalo
4734,Masonry,Residential,103.3,1,Falealili
4736,Timber,Fale,11.1,1,Lepa
4742,Masonry,Commercial,133.7,2,Siumu
4742,Masonry,Outbuilding,62.9,1,Safata
4748,Masonry,Residential,134.1,1,Siumu
4751,Masonry,Residential,385.5,1,Siumu
4752,Masonry,Residential,153.8,1,Falealili
4762,Masonry,Residential,137.3,1,Siumu
4763,Masonry,Outbuilding,26.9,1,Safata
4764,Timber,Outbuilding,36.3,1,Falealili
4767,Masonry,Residential,42.0,1,Lepa
4775,Masonry,Outbuilding,47.0,1,Safata
4777,Masonry,Outbuilding,33.1,1,Falealili
4781,Masonry,Residential,88.8,1,Falealili
4786,Masonry,Residential,46.4,1,Lepa
4788,Masonry,Residential,80.1,1,Anoamaa East
4792,Masonry,Outbuilding,50.5,1,Lepa
4801,Masonry,Outbuilding,29.8,1,Safata
4806,Masonry,Outbuilding,37.7,1,Lepa
4814,Masonry,Outbuilding,109.4,1,Siumu
4815,Masonry,Residential,264.6,1,Lepa
4831,Masonry,Residential,127.2,1,Safata
4853,Masonry,Residential,200.6,1,Vaa o Fonoti
4855,Timber,Tourist Fale,14.6,1,Aleipata Itupa i Luga
4871,Masonry,Outbuilding,113.7,1,Lepa
4900,Masonry,Residential,122.6,1,Vaa o Fonoti
4905,Masonry,Residential,335.2,1,Vaa o Fonoti
4907,Masonry,Residential,88.3,1,Falealili
4916,Masonry,Residential,90.4,1,Falealili
4918,Timber,Tourist Fale,11.1,1,Lepa
4921,Timber,Tourist Fale,159.6,1,Siumu
4926,Masonry,Residential,167.0,1,Aleipata Itupa i Lalo
4934,Masonry,Residential,118.2,1,Falealili
4938,Masonry,Residential,41.1,1,Aleipata Itupa i Luga
4938,Masonry,Residential,58.8,1,Falealili
4942,Masonry,Residential,116.0,1,Falealili
4942,Timber,Outbuilding,36.6,1,Falealili
4965,Masonry,Residential,334.0,1,Lepa
4967,Masonry,Residential,306.4,1,Falealili
4982,Masonry,Religious,499.4,1,Falealili
4983,Timber,Outbuilding,30.4,1,Falealili
4995,Masonry,Residential,260.5,1,Safata
4996,Masonry,Residential,139.8,1,Safata
5006,Masonry,Outbuilding,61.9,1,Falealili
5013,Masonry,Residential,279.8,1,Lotofaga
5014,Masonry,Outbuilding,30.0,1,Falealili
5017,Masonry,Residential,147.4,1,Falealili
5025,Masonry,Outbuilding,29.7,1,Aleipata Itupa i Lalo
5025,Masonry,Residential,102.3,1,Aleipata Itupa i Lalo
5027,Masonry,Outbuilding,16.8,1,Vaa o Fonoti
5030,Masonry,Residential,108.3,1,Falealili
5032,Masonry,Residential,109.5,1,Lepa
5035,Reinforced_Concrete,Religious,488.8,1,Falealili
5049,Masonry,Outbuilding,46.3,1,Aleipata Itupa i Luga
5051,Masonry,Outbuilding,35.9,1,Aleipata Itupa i Luga
5063,Masonry,Residential,89.9,1,Falealili
5064,Timber,Outbuilding,57.5,1,Lepa
5068,Masonry,Outbuilding,28.7,1,Falealili
5075,Masonry,Outbuilding,32.9,1,Safata
5092,Masonry,Outbuilding,47.4,1,Falealili
5092,Masonry,Residential,267.0,1,Falealili
5102,Masonry,Outbuilding,18.0,1,Aleipata Itupa i Lalo
5112,Masonry,Residential,153.8,1,Lotofaga
5116,Masonry,Outbuilding,31.6,1,Safata
5117,Masonry,Residential,55.4,1,Aleipata Itupa i Lalo
5118,Masonry,Residential,151.7,1,Aleipata Itupa i Lalo
5121,Timber,Outbuilding,22.9,1,Aleipata Itupa i Lalo
5125,Masonry,Residential,337.7,1,Aleipata Itupa i Luga
5134,Timber,Fale,89.4,1,Siumu
