ID,Cons_Frame,Use_Cat,area,storeys,REGION
5138,Masonry,Residential,38.0,1,Falealili
5138,Masonry,Residential,66.2,1,Aleipata Itupa i Luga
5139,Masonry,Residential,269.9,1,Falealili
5152,Masonry,Hotel,200.5,3,Falealili
5159,Masonry,Residential,126.5,1,Falealili
5161,Masonry,Outbuilding,100.7,1,Falealili
5180,Masonry,Outbuilding,53.2,1,Anoamaa East
5187,Masonry,Residential,234.3,1,Vaa o Fonoti
5190,Masonry,Outbuilding,66.7,1,Safata
5197,Masonry,Outbuilding,35.4,1,Safata
5198,Masonry,Residential,229.8,1,Falealili
5203,Masonry,Residential,157.2,1,Siumu
5206,Masonry,Residential,326.6,1,Aleipata Itupa i Luga
5231,Masonry,Residential,76.8,1,Lepa
5232,Masonry,Residential,168.2,1,Vaa o Fonoti
5239,Masonry,Residential,99.1,1,Safata
5239,Timber,Outbuilding,15.2,1,Aleipata Itupa i Lalo
5245,Masonry,Outbuilding,64.0,1,Safata
5246,Masonry,Outbuilding,43.8,1,Aleipata Itupa i Luga
5266,Masonry,Residential,35.3,1,Falealili
5270,Masonry,Residential,111.2,1,Falealili
5283,Timber,Outbuilding,7.5,1,Falealili
5290,Masonry,Outbuilding,18.2,1,Falealili
5290,Masonry,Outbuilding,78.9,1,Vaa o Fonoti
5302,Masonry,Outbuilding,56.1,1,Safata
5309,Masonry,Residential,135.5,1,Aleipata Itupa i Lalo
5328,Masonry,Residential,98.2,1,Falealili
5334,Masonry,Outbuilding,207.8,1,Falealili
5343,Masonry,Outbuilding,233.9,1,Falealili
5349,Masonry,Residential,87.2,1,Falealili
5349,Timber,Tourist Fale,17.0,1,Aleipata Itupa i Luga
5352,Masonry,Outbuilding,38.2,1,Safata
5359,Timber,Tourist Fale,18.7,1,Aleipata Itupa i Luga
5362,Masonry,Outbuilding,47.6,1,Falealili
5365,Masonry,Residential,242.3,1,Siumu
5367,Timber,Residential,92.0,1,Lepa
5373,Masonry,Residential,128.6,1,Aleipata Itupa i Luga
5374,Masonry,Outbuilding,33.9,1,Falealili
5380,Masonry,Residential,124.4,1,Aleipata Itupa i Luga
5382,Masonry,Residential,282.4,1,Aleipata Itupa i Lalo
5392,Masonry,Residential,77.2,1,Falealili
5404,Masonry,Residential,226.5,1,Safata
5409,Masonry,Religious,109.5,1,Siumu
5410,Timber,Outbuilding,36.6,1,Aleipata Itupa i Lalo
5433,Masonry,Fale,52.0,1,Siumu
5435,Masonry,Residential,463.4,1,Siumu
5438,Timber,Tourist Fale,74.1,1,Siumu
5441,Masonry,Outbuilding,38.8,1,Aleipata Itupa i Lalo
5444,Timber,Fale,22.8,1,Lepa
5445,Masonry,Residential,186.4,1,Falealili
5446,Masonry,Outbuilding,99.1,1,Safata
5448,Masonry,Outbuilding,74.3,1,Safata
5452,Masonry,Residential,315.3,1,Safata
5458,Timber,Hotel,23.0,2,Falealili
5461,Masonry,Outbuilding,41.6,1,Safata
5464,Masonry,Residential,161.8,1,Aleipata Itupa i Lalo
5469,Masonry,Fale,160.3,1,Lotofaga
5471,Masonry,Outbuilding,96.7,1,Falealili
5477,Masonry,Hotel,87.5,1,Falealili
5479,Masonry,Commercial,291.4,2,Siumu
5480,Masonry,Outbuilding,19.0,1,Aleipata Itupa i Luga
5483,Masonry,Outbuilding,84.3,1,Falealili
5510,Masonry,Commercial,48.8,2,Aleipata Itupa i Luga
5526,Masonry,Outbuilding,82.2,1,Siumu
5531,Masonry,Outbuilding,44.6,1,Lepa
5539,Masonry,Outbuilding,29.6,1,Aleipata Itupa i Lalo
5549,Masonry,Residential,138.5,1,Lepa
5549,Masonry,Residential,277.2,1,Aleipata Itupa i Luga
5552,Masonry,Residential,181.3,1,Siumu
5556,Masonry,Outbuilding,8.1,1,Falealili
5559,Timber,Tourist Fale,133.2,1,Siumu
5563,Masonry,Residential,145.5,1,Safata
5574,Masonry,Residential,107.5,1,Siumu
5574,Masonry,Residential,256.9,1,Falealili
5575,Masonry,Residential,58.6,1,Anoamaa East
5576,Masonry,Residential,205.5,1,Lotofaga
5582,Masonry,Residential,209.2,1,Siumu
5584,Masonry,Residential,60.4,1,Aleipata Itupa i Luga
5588,Masonry,Outbuilding,75.2,1,Falealili
5588,Masonry,Residential,72.1,1,Falealili
5590,Masonry,Outbuilding,73.1,1,Aleipata Itupa i Luga
5598,Masonry,Residential,189.1,1,Falealili
5599,Masonry,Residential,85.4,1,Safata
5607,Masonry,Residential,331.0,1,Aleipata Itupa i Lalo
5610,Masonry,Outbuilding,49.1,1,Aleipata Itupa i Lalo
5630,Timber,Outbuilding,40.5,1,Lepa
5631,Masonry,Commericial - not verified,184.4,1,Aleipata Itupa i Lalo
5632,Masonry,Outbuilding,38.7,1,Falealili
5641,Masonry,Outbuilding,15.0,1,Lepa
5641,Masonry,Residential,306.9,1,Siumu
5652,Masonry,Residential,1367.3,1,Siumu
5654,Masonry,Outbuilding,28.6,1,Falealili
5676,Masonry,Residential,103.9,1,Falealili
5677,Masonry,Outbuilding,58.2,1,Falealili
5681,Masonry,Residential,190.1,1,Falealili
5683,Masonry,Residential,233.2,1,Aleipata Itupa i Lalo
5690,Masonry,Residential,77.4,1,Falealili
5695,Masonry,Residential,115.2,1,Falealili
5696,Masonry,Tourist Fale,34.0,1,Safata
5706,Masonry,Outbuilding,12.6,1,Falealili
5708,Masonry,Fale,672.0,1,Aleipata Itupa i Lalo
5708,Timber,Outbuilding,25.7,1,Aleipata Itupa i Luga
5715,Masonry,Residential,131.2,1,Aleipata Itupa i Luga
5717,Masonry,Residential,266.9,1,Falealili
5721,Masonry,Residential,221.9,1,Safata
5721,Masonry,Residential,247.3,1,Falealili
5728,Timber,Hotel,33.7,2,Lepa
5729,Masonry,Hotel,839.6,1,Falealili
5736,Timber,Tourist Fale,18.0,1,Aleipata Itupa i Luga
5739,Masonry,Outbuilding,15.5,1,Falealili
5748,Masonry,Residential,101.0,1,Falealili
5763,Masonry,Residential,236.6,1,Aleipata Itupa i Luga
5766,Masonry,Outbuilding,34.2,1,Aleipata Itupa i Luga
5769,Masonry,Residential,426.9,1,Safata
5778,Masonry,Outbuilding,85.8,1,Siumu
5791,Masonry,Outbuilding,15.7,1,Aleipata Itupa i Lalo
5792,Masonry,Residential,116.3,1,Aleipata Itupa i Luga
5799,Masonry,Hotel,68.8,1,Lotofaga
5812,Masonry,Residential,153.9,1,Aleipata Itupa i Luga
5816,Masonry,Residential,288.0,1,Siumu
5820,Masonry,Residential,100.3,1,Falealili
5822,Masonry,Residential,177.4,1,Siumu
5822,Masonry,Residential,323.3,1,Aleipata Itupa i Luga
5824,Timber,Fale,22.8,1,Lotofaga
5825,Masonry,Outbuilding,56.8,1,Falealili
5827,Timber,Fale,24.1,1,Aleipata Itupa i Lalo
5835,Masonry,Outbuilding,50.8,1,Safata
5836,Masonry,Residential,323.8,1,Vaa o Fonoti
5838,Masonry,Fale,198.1,1,Safata
5839,Masonry,Residential,66.0,1,Aleipata Itupa i Lalo
5846,Masonry,Residential,364.6,1,Safata
5850,Masonry,Residential,129.7,1,Falealili
5853,Masonry,Residential,126.0,1,Lotofaga
5856,Masonry,Outbuilding,56.8,1,Safata
5860,Masonry,Outbuilding,13.4,1,Aleipata Itupa i Luga
5865,Masonry,Outbuilding,79.6,1,Siumu
5868,Timber,Tourist Fale,30.3,1,Siumu
5871,Masonry,Outbuilding,13.2,1,Aleipata Itupa i Lalo
5893,Masonry,Outbuilding,108.0,1,Siumu
5893,Timber,Residential,105.8,1,Falealili
5897,Masonry,Residential,125.1,1,Vaa o Fonoti
5917,Timber,Tourist Fale,35.0,1,Lepa
5919,Timber,Tourist Fale,19.9,1,Falealili
5921,Masonry,Residential,215.6,1,Aleipata Itupa i Luga
5922,Masonry,Residential,171.1,1,Vaa o Fonoti
5922,Masonry,Residential,214.1,1,Safata
5923,Masonry,Tourist Fale,18.8,1,Lepa
5924,Masonry,Outbuilding,59.0,1,Safata
5928,Masonry,Residential,73.8,1,Siumu
5931,Timber,Residential,65.7,1,Aleipata Itupa i Luga
5939,Masonry,Residential,165.6,1,Safata
5943,Timber,Tourist Fale,19.9,1,Falealili
5947,Masonry,Outbuilding,42.8,1,Lotofaga
5956,Masonry,Outbuilding,14.9,1,Falealili
5959,Masonry,Outbuilding,30.4,1,Aleipata Itupa i Lalo
5959,Masonry,Outbuilding,58.3,1,Aleipata Itupa i Luga
5971,Masonry,Residential,198.4,1,Lepa
5976,Masonry,Residential,142.0,1,Vaa o Fonoti
5977,Masonry,Residential,189.6,1,Siumu
5982,Masonry,Residential,273.0,1,Falealili
5983,Masonry,Residential,904.2,1,Aleipata Itupa i Lalo
5985,Masonry,Fale,50.7,1,Siumu
5986,Masonry,Residential,209.2,1,Safata
5988,Masonry,Outbuilding,58.0,1,Siumu
5992,Masonry,Hotel,85.3,2,Lotofaga
5993,Masonry,Outbuilding,32.5,1,Falealili
5996,Masonry,Residential,228.5,1,Lepa
5999,Masonry,Hotel,147.2,3,Aleipata Itupa i Luga
6002,Masonry,Outbuilding,54.0,1,Siumu
6005,Masonry,Outbuilding,205.6,1,Siumu
6012,Masonry,Residential,330.8,1,Falealili
6018,Timber,Hotel,219.3,1,Lepa
6019,Masonry,Outbuilding,33.1,1,Falealili
6023,Masonry,Outbuilding,15.9,1,Vaa o Fonoti
6032,Masonry,Outbuilding,271.3,1,Siumu
6032,Masonry,Outbuilding,54.2,1,Safata
6032,Masonry,Religious,338.1,1,Siumu
6040,Masonry,Outbuilding,46.0,1,Siumu
6046,Masonry,Residential,139.1,1,Siumu
6051,Masonry,Residential,176.3,1,Siumu
6052,Timber,Outbuilding,20.8,1,Lepa
6053,Masonry,Outbuilding,99.5,1,Safata
6057,Masonry,Residential,131.8,1,Siumu
6059,Masonry,Residential,82.0,1,Aleipata Itupa i Lalo
6066,Masonry,Fale,95.9,1,Aleipata Itupa i Lalo
6073,Masonry,Outbuilding,76.4,1,Safata
6075,Masonry,Residential,213.0,1,Siumu
6106,Masonry,Residential,113.2,1,Falealili
6111,Masonry,Outbuilding,32.2,1,Aleipata Itupa i Lalo
6122,Masonry,Outbuilding,27.6,1,Siumu
6122,Masonry,Outbuilding,53.9,1,Siumu
6129,Masonry,Residential,133.9,1,Falealili
6137,Masonry,Residential,330.8,1,Siumu
6143,Masonry,Outbuilding,80.2,1,Falealili
6153,Masonry,Outbuilding,17.5,1,Vaa o Fonoti
6153,Masonry,Outbuilding,34.1,1,Lotofaga
6164,Masonry,Outbuilding,26.6,1,Vaa o Fonoti
6173,Masonry,Residential,146.7,1,Siumu
6173,Masonry,Residential,181.9,1,Siumu
6181,Masonry,Outbuilding,104.3,1,Safata
6191,Masonry,Residential,104.0,1,Siumu
6199,Masonry,Outbuilding,51.6,1,Aleipata Itupa i Lalo
6213,Masonry,Residential,394.1,1,Lepa
6216,Masonry,Residential,130.3,1,Safata
6226,Masonry,Residential,174.9,1,Vaa o Fonoti
6236,Masonry,Outbuilding,48.7,1,Lotofaga
6240,Timber,Tourist Fale,19.9,1,Lepa
6242,Timber,Tourist Fale,30.7,1,Siumu
6245,Masonry,Fale,61.9,1,Falealili
6257,Masonry,Outbuilding,60.9,1,Lepa
6258,Masonry,Residential,610.6,1,Falealili
6259,Masonry,Outbuilding,23.8,1,Lepa
6265,Masonry,Commercial,141.1,1,Siumu
6299,Masonry,Residential,138.7,1,Aleipata Itupa i Lalo
6313,Masonry,Residential,232.1,1,Aleipata Itupa i Luga
6323,Masonry,Residential,147.0,1,Safata
6330,Masonry,Residential,132.3,1,Safata
6332,Masonry,Residential,68.4,1,Lepa
6335,Masonry,Outbuilding,32.3,1,Safata
6340,Masonry,Outbuilding,22.7,1,Vaa o Fonoti
6361,Masonry,Tourist Fale,23.8,1,Safata
6362,Timber,Tourist Fale,11.1,1,Lepa
6370,Masonry,Outbuilding,29.9,1,Aleipata Itupa i Lalo
6380,Timber,Fale,40.7,1,Falealili
6386,Masonry,Outbuilding,55.6,1,Aleipata Itupa i Lalo
6386,Masonry,Residential,70.2,1,Siumu
6396,Masonry,Residential,97.2,1,Falealili
6397,Masonry,Commercial,62.0,2,Lepa
6397,Masonry,Outbuilding,24.5,1,Falealili
6407,Masonry,Residential,59.8,1,Safata
6409,Masonry,Outbuilding,63.3,1,Falealili
6417,Masonry,Residential,109.8,1,Falealili
6421,Masonry,Outbuilding,52.0,1,Siumu
6426,Masonry,Outbuilding,122.7,1,Siumu
6432,Masonry,Residential,170.5,1,Falealili
6433,Masonry,Residential,385.0,1,Lepa
6435,Masonry,Outbuilding,85.1,1,Safata
6435,Masonry,Residential,162.2,1,Aleipata Itupa i Luga
6439,Masonry,Outbuilding,22.5,1,Aleipata Itupa i Lalo
6440,Masonry,Tourist Fale,34.7,1,Safata
6454,Masonry,Residential,110.2,1,Safata
6456,Timber,Tourist Fale,21.5,1,Aleipata Itupa i Luga
6458,Masonry,Commercial - not verified,760.1,1,Siumu
6458,Masonry,Outbuilding,97.4,1,Safata
6461,Masonry,Residential,127.6,1,Falealili
6467,Masonry,Outbuilding,24.0,1,Falealili
6467,Masonry,Outbuilding,63.2,1,Aleipata Itupa i Luga
6469,Masonry,Residential,92.8,1,Falealili
6477,Masonry,Outbuilding,57.0,1,Aleipata Itupa i Lalo
6480,Masonry,Residential,126.1,1,Aleipata Itupa i Lalo
6488,Masonry,Residential,147.5,1,Safata
6492,Masonry,Outbuilding,86.2,1,Falealili
6506,Masonry,Residential,107.3,1,Safata
6509,Masonry,Community,144.5,1,Siumu
6510,Timber,Outbuilding,57.1,1,Falealili
6514,Masonry,Residential,126.4,1,Safata
6515,Masonry,Residential,104.4,1,Siumu
6517,Masonry,Residential,119.5,1,Siumu
6523,Masonry,Residential,232.4,1,Falealili
6525,Masonry,Outbuilding,50.5,1,Lepa
6528,Timber,Residential,181.0,1,Aleipata Itupa i Lalo
6543,Masonry,Residential,114.6,1,Siumu
6552,Masonry,Residential,238.1,1,Safata
6564,Masonry,Outbuilding,254.1,1,Safata
6567,Masonry,Residential,157.6,1,Falealili
6569,Masonry,Residential,66.3,1,Lepa
6570,Masonry,Residential,318.7,1,Safata
6571,Masonry,Residential,119.6,1,Falealili
6572,Timber,Fale,43.8,1,Falealili
6606,Masonry,Outbuilding,72.5,1,Siumu
6615,Masonry,Outbuilding,12.4,1,Aleipata Itupa i Lalo
6619,Masonry,Residential,117.7,1,Lotofaga
6633,Masonry,Residential,194.7,1,Falealili
6642,Masonry,Residential,235.5,1,Siumu
6642,Masonry,Residential,76.4,1,Falealili
6644,Masonry,Residential,148.1,1,Siumu
6649,Masonry,Residential,273.7,1,Siumu
6653,Masonry,Residential,225.4,1,Siumu
6683,Timber,Fale,26.9,1,Lotofaga
6687,Masonry,Residential,221.4,1,Falealili
6695,Masonry,Outbuilding,68.9,1,Siumu
6700,Masonry,Residential,248.3,1,Lotofaga
6704,Masonry,Residential,282.1,1,Siumu
6705,Masonry,Residential,140.5,1,Anoamaa East
6715,Masonry,Residential,161.0,1,Safata
6721,Timber,Tourist Fale,19.9,1,Lepa
6724,Masonry,Residential,61.5,1,Aleipata Itupa i Luga
6730,Masonry,Outbuilding,143.3,1,Safata
6753,Masonry,Outbuilding,92.5,1,Siumu
6754,Timber,Outbuilding,19.2,1,Aleipata Itupa i Luga
6774,Masonry,Outbuilding,47.3,1,Vaa o Fonoti
6780,Masonry,Outbuilding,79.0,1,Safata
6788,Masonry,Residential,196.8,1,Safata
6795,Masonry,Residential,313.8,1,Falealili
6799,Masonry,Outbuilding,52.0,1,Falealili
6801,Masonry,Outbuilding,100.7,1,Falealili
6809,Timber,Fale,75.1,1,Lotofaga
6810,Masonry,Residential,273.2,1,Lotofaga
6812,Masonry,Outbuilding,44.5,1,Safata
6813,Masonry,Residential,109.5,1,Lepa
6815,Masonry,Outbuilding,23.3,1,Lepa
6819,Masonry,Residential,91.1,1,Aleipata Itupa i Lalo
6834,Timber,Tourist Fale,19.9,1,Lepa
6854,Masonry,Residential,239.8,1,Siumu
6855,Masonry,Residential,132.7,1,Lotofaga
6860,Masonry,Outbuilding,111.1,1,Falealili
6867,Masonry,Residential,182.4,1,Safata
6872,Masonry,Outbuilding,33.0,1,Vaa o Fonoti
6878,Masonry,Residential,123.1,1,Aleipata Itupa i Lalo
6884,Masonry,Outbuilding,48.5,1,Safata
6889,Timber,Fale,37.4,1,Aleipata Itupa i Lalo
6892,Masonry,Outbuilding,61.4,1,Lepa
6899,Masonry,Outbuilding,167.6,1,Lotofaga
6899,Masonry,Residential,278.5,1,Falealili
6906,Masonry,Residential,71.2,1,Anoamaa East
6921,Masonry,Outbuilding,180.6,1,Safata
6921,Masonry,Outbuilding,28.9,1,Falealili
6923,Masonry,Residential,214.9,1,Siumu
6926,Masonry,Residential,179.1,1,Falealili
6926,Timber,Fale,41.3,1,Falealili
6927,Masonry,Residential,58.5,1,Aleipata Itupa i Lalo
6939,Masonry,Residential,150.1,1,Aleipata Itupa i Lalo
6944,Masonry,Outbuilding,37.0,1,Safata
6947,Masonry,Outbuilding,64.6,1,Vaa o Fonoti
6951,Masonry,Outbuilding,43.9,1,Safata
6966,Masonry,Outbuilding,30.4,1,Falealili
6966,Masonry,Residential,124.9,1,Vaa o Fonoti
6988,Masonry,Residential,468.0,1,Siumu
6993,Masonry,Residential,85.9,1,Siumu
6996,Masonry,Residential,90.2,1,Siumu
6998,Timber,Outbuilding,71.4,1,Aleipata Itupa i Lalo
7002,Masonry,Residential,153.9,1,Aleipata Itupa i Lalo
7008,Masonry,Residential,146.9,1,Siumu
7023,Masonry,Community,626.3,1,Falealili
7028,Timber,Outbuilding,41.4,1,Aleipata Itupa i Luga
7031,Masonry,Outbuilding,48.9,1,Falealili
7031,Masonry,Residential,693.4,1,Safata
7035,Masonry,Residential,130.0,1,Safata
7036,Timber,Outbuilding,21.8,1,Falealili
7051,Masonry,Residential,22.8,1,Aleipata Itupa i Luga
7060,Timber,Hotel,18.8,2,Lepa
7065,Masonry,Residential,92.6,1,Aleipata Itupa i Luga
7075,Masonry,Residential,224.2,1,Safata
7078,Masonry,Residential,83.6,1,Aleipata Itupa i Lalo
7078,Timber,Fale,44.3,1,Aleipata Itupa i Lalo
7079,Masonry,Outbuilding,96.8,1,Safata
7080,Masonry,Residential,213.0,1,Safata
7081,Masonry,Outbuilding,86.4,1,Falealili
7083,Masonry,Outbuilding,54.2,1,Safata
7084,Timber,Fale,63.1,1,Safata
7085,Masonry,Outbuilding,21.6,1,Aleipata Itupa i Lalo
7095,Masonry,Residential,95.6,1,Vaa o Fonoti
7100,Timber,Fale,25.1,1,Safata
7106,Masonry,Outbuilding,101.3,1,Siumu
7109,Masonry,Hotel,225.0,2,Falealili
7109,Masonry,Hotel,62.2,2,Lotofaga
7109,Masonry,Outbuilding,102.8,1,Safata
7110,Masonry,Residential,254.8,1,Aleipata Itupa i Luga
7112,Timber,Hotel,50.4,2,Falealili
7129,Masonry,Outbuilding,216.3,1,Siumu
7140,Masonry,Fale,37.0,1,Falealili
7141,Masonry,Residential,74.6,1,Falealili
7142,Masonry,Hotel,46.7,2,Lotofaga
7149,Masonry,Residential,159.1,1,Safata
7149,Reinforced Concrete,Religious,497.6,1,Falealili
7158,Timber,Outbuilding,15.1,1,Falealili
7159,Masonry,Residential,159.2,1,Aleipata Itupa i Lalo
7165,Masonry,Residential,112.6,1,Safata
7170,Masonry,Outbuilding,32.5,1,Safata
7171,Masonry,Residential,188.2,1,Safata
7172,Masonry,Residential,165.5,1,Vaa o Fonoti
7173,Masonry,Residential,406.6,1,Siumu
7205,Masonry,Residential,216.1,1,Falealili
7211,Masonry,Outbuilding,27.0,1,Aleipata Itupa i Lalo
7213,Masonry,Residential,134.4,1,Aleipata Itupa i Luga
7224,Masonry,Outbuilding,141.8,1,Siumu
7227,Masonry,Residential,146.3,1,Falealili
7235,Masonry,Residential,119.6,1,Vaa o Fonoti
7235,Masonry,Residential,143.6,1,Aleipata Itupa i Lalo
7238,Masonry,Outbuilding,40.1,1,Vaa o Fonoti
7239,Masonry,Residential,110.9,1,Vaa o Fonoti
7259,Masonry,Residential,228.7,1,Aleipata Itupa i Lalo
7262,Masonry,Residential,125.8,1,Falealili
7265,Masonry,Residential,125.8,1,Safata
7266,Masonry,Outbuilding,31.4,1,Falealili
7268,Masonry,Outbuilding,42.3,1,Safata
7274,Masonry,Outbuilding,24.5,1,Falealili
7281,Masonry,Residential,57.4,1,Falealili
7282,Masonry,Outbuilding,29.4,1,Vaa o Fonoti
7291,Timber,Tourist Fale,19.9,1,Lepa
7292,Masonry,Residential,173.5,1,Siumu
7292,Masonry,Residential,173.9,1,Safata
7294,Masonry,Residential,116.5,1,Vaa o Fonoti
7308,Timber,Outbuilding,18.2,1,Aleipata Itupa i Lalo
7309,Masonry,Outbuilding,75.8,1,Siumu
7322,Masonry,Residential,218.8,1,Falealili
7323,Masonry,Residential,253.6,1,Siumu
7323,Masonry,Residential,90.2,1,Safata
7333,Masonry,Outbuilding,61.6,1,Falealili
7334,Timber,Outbuilding,43.4,1,Falealili
7339,Masonry,Outbuilding,65.9,1,Falealili
7343,Timber,Hotel,26.5,3,Lepa
7344,Masonry,Outbuilding,24.5,1,Vaa o Fonoti
7345,Masonry,Residential,168.5,1,Safata
7349,Masonry,Outbuilding,111.3,1,Siumu
7351,Masonry,Residential,115.3,1,Falealili
7353,Masonry,Hotel,72.7,2,Siumu
7353,Masonry,Residential,400.4,1,Siumu
7378,Masonry,Outbuilding,28.8,1,Falealili
7383,Masonry,Residential,180.0,1,Falealili
7388,Masonry,Outbuilding,14.9,1,Anoamaa East
7391,Masonry,Residential,48.6,1,Lepa
7394,Masonry,Residential,149.3,1,Aleipata Itupa i Lalo
7400,Masonry,Residential,194.8,1,Siumu
7403,Masonry,Fale,116.8,1,Aleipata Itupa i Lalo
7403,Masonry,Residential,208.2,1,Falealili
7428,Masonry,Residential,161.1,1,Safata
7428,Masonry,Residential,175.2,1,Safata
7443,Masonry,Residential,161.8,1,Siumu
7443,Masonry,Residential,238.2,1,Safata
7447,Timber,Outbuilding,38.5,1,Falealili
7449,Masonry,Residential,109.1,1,Safata
7451,Masonry,Outbuilding,68.4,1,Aleipata Itupa i Luga
7452,Masonry,Residential,231.0,1,Lepa
7455,Masonry,Hotel,49.3,2,Aleipata Itupa i Luga
7460,Timber,Outbuilding,72.6,1,Lepa
7470,Masonry,Outbuilding,48.7,1,Safata
7471,Masonry,Residential,90.4,1,Aleipata Itupa i Luga
7472,Masonry,Commercial,438.2,2,Aleipata Itupa i Lalo
7473,Masonry,Residential,113.6,1,Vaa o Fonoti
7481,Masonry,Residential,156.4,1,Anoamaa East
7485,Masonry,Outbuilding,48.2,1,Lotofaga
7489,Masonry,Outbuilding,51.0,1,Lepa
7502,Masonry,Residential,198.8,1,Safata
7508,Masonry,Residential,339.5,1,Falealili
7509,Masonry,Residential,181.8,1,Falealili
7512,Masonry,Residential,89.3,1,Aleipata Itupa i Lalo
7519,Masonry,Hotel,49.4,2,Aleipata Itupa i Luga
7524,Timber,Tourist Fale,29.9,1,Lepa
7533,Masonry,Residential,124.8,1,Aleipata Itupa i Lalo
7533,Masonry,Residential,141.9,1,Aleipata Itupa i Lalo
7539,Masonry,Residential,96.8,1,Safata
7544,Masonry,Residential,116.8,1,Safata
7546,Masonry,Hotel,111.0,2,Lotofaga
7547,Masonry,Residential,87.1,1,Falealili
7555,Timber,Outbuilding,31.2,1,Aleipata Itupa i Luga
7559,Masonry,Outbuilding,60.1,1,Safata
7569,Masonry,Residential,416.8,1,Siumu
7580,Masonry,Residential,141.9,1,Aleipata Itupa i Lalo
7580,Masonry,Residential,97.2,1,Falealili
7583,Masonry,Outbuilding,32.6,1,Falealili
7591,Masonry,Outbuilding,59.7,1,Aleipata Itupa i Luga
7593,Masonry,Outbuilding,24.0,1,Falealili
7597,Masonry,Residential,135.9,1,Safata
7597,Masonry,Residential,149.9,1,Aleipata Itupa i Lalo
7598,Timber,Tourist Fale,166.8,1,Siumu
7603,Masonry,Residential,123.0,1,Siumu
7607,Masonry,Residential,132.4,1,Vaa o Fonoti
7610,Masonry,Residential,158.2,1,Safata
7622,Masonry,Hotel,211.4,2,Lepa
7632,Masonry,Outbuilding,86.9,1,Siumu
7633,Masonry,Outbuilding,62.6,1,Safata
7646,Masonry,Residential,290.3,1,Aleipata Itupa i Lalo
7648,Masonry,Outbuilding,41.0,1,Aleipata Itupa i Luga
7661,Masonry,Outbuilding,44.4,1,Siumu
7663,Masonry,Outbuilding,32.9,1,Falealili
7671,Masonry,Residential,87.2,1,Falealili
7688,Timber,Outbuilding,27.9,1,Falealili
7696,Masonry,Outbuilding,74.4,1,Falealili
7709,Masonry,Education,1559.1,1,Aleipata Itupa i Lalo
7725,Masonry,Community,446.4,1,Falealili
7730,Masonry,Outbuilding,68.2,1,Safata
7735,Masonry,Residential,199.3,1,Siumu
7745,Masonry,Outbuilding,41.6,1,Aleipata Itupa i Lalo
7755,Masonry,Commercial,99.8,1,Siumu
7755,Masonry,Residential,120.9,1,Siumu
7765,Masonry,Residential,168.7,1,Aleipata Itupa i Luga
7769,Masonry,Residential,121.9,1,Falealili
7776,Masonry,Residential,85.2,1,Lotofaga
7783,Masonry,Residential,103.4,1,Falealili
7786,Masonry,Fale,31.5,1,Siumu
7794,Masonry,Outbuilding,142.2,1,Aleipata Itupa i Lalo
7798,Masonry,Residential,275.2,1,Aleipata Itupa i Lalo
7812,Masonry,Residential,108.2,1,Vaa o Fonoti
7822,Masonry,Outbuilding,42.8,1,Falealili
7826,Masonry,Residential,237.7,1,Aleipata Itupa i Lalo
7841,Masonry,Outbuilding,48.0,1,Siumu
7842,Masonry,Residential,199.6,1,Lepa
7843,Masonry,Outbuilding,49.1,1,Falealili
7853,Masonry,Residential,119.5,1,Siumu
7855,Masonry,Residential,158.7,1,Safata
7880,Masonry,Residential,161.9,1,Falealili
7894,Masonry,Outbuilding,95.0,1,Falealili
7901,Masonry,Residential,237.5,1,Aleipata Itupa i Lalo
7904,Masonry,Residential,128.5,1,Vaa o Fonoti
7912,Masonry,Residential,219.9,1,Lepa
7913,Masonry,Hotel,74.8,2,Lotofaga
7914,Steel,Industrial,156.0,1,
7927,Masonry,Outbuilding,18.2,1,Falealili
7928,Masonry,Residential,94.2,1,Siumu
7936,Masonry,Residential,242.8,1,Falealili
7938,Masonry,Outbuilding,325.5,1,Siumu
7940,Timber,Residential,34.8,1,Lepa
7941,Masonry,Outbuilding,89.8,1,Safata
7950,Masonry,Residential,164.4,1,Siumu
7955,Masonry,Outbuilding,110.4,1,Falealili
7958,Masonry,Residential,190.9,1,Aleipata Itupa i Lalo
7960,Masonry,Outbuilding,16.3,1,Falealili
7963,Masonry,Residential,121.9,1,Lotofaga
7964,Masonry,Residential,169.5,1,Falealili
7970,Masonry,Residential,49.5,1,Siumu
7982,Masonry,Outbuilding,68.6,1,Siumu
7989,Masonry,Outbuilding,36.0,1,Aleipata Itupa i Luga
8018,Masonry,Residential,80.9,1,Vaa o Fonoti
8024,Masonry,Outbuilding,43.2,1,Safata
8026,Masonry,Residential,180.0,1,Lepa
8032,Masonry,Hotel,344.7,2,Siumu
8041,Masonry,Residential,117.7,1,Safata
8044,Masonry,Outbuilding,47.1,1,Vaa o Fonoti
8056,Masonry,Outbuilding,25.8,1,Vaa o Fonoti
8057,Timber,Fale,33.3,1,Falealili
8063,Masonry,Residential,76.5,1,Siumu
8066,Masonry,Residential,82.4,1,Lepa
8068,Masonry,Fale,14.8,1,Aleipata Itupa i Lalo
8075,Masonry,Fale,58.8,1,Safata
8081,Masonry,Residential,153.1,1,Vaa o Fonoti
8082,Masonry,Outbuilding,87.7,1,Falealili
8087,Masonry,Commercial,78.7,2,Lepa
