hazard,Masonry,Steel,Reinforced_Concrete,Reinforced Concrete,Timber
0.0,0.0,0.0,0.0,0.0,0.0
0.1,3.3355532122494783E-12,3.3355532122494783E-12,6.998700375193993E-6,6.998700375193993E-6,2.5284407315216643E-10
0.2,5.194897460186268E-7,5.194897460186268E-7,9.47737548176269E-4,9.47737548176269E-4,5.583232467551972E-6
0.30000000000000004,9.741146253831675E-5,9.741146253831675E-5,0.008607244450629017,0.008607244450629017,4.4012383120091826E-4
0.4,0.0018439785346196212,0.0018439785346196212,0.030854818594902605,0.030854818594902605,0.005096884340817187
0.5,0.01172156551455642,0.01172156551455642,0.07079365056679805,0.07079365056679805,0.02374150825180048
0.6000000000000001,0.04047363267124959,0.04047363267124959,0.12624309822942853,0.12624309822942853,0.06652625742384952
0.7000000000000001,0.09598293974098632,0.09598293974098632,0.19240650059311015,0.19240650059311015,0.13642716643740566
0.8,0.17793396493277985,0.17793396493277985,0.2641466398988691,0.2641466398988691,0.22810121921123033
0.9,0.27868771505099105,0.27868771505099105,0.3371380360476174,0.3371380360476174,0.33172341882168427
1.0,0.3875484810979923,0.3875484810979923,0.40821352937385297,0.40821352937385297,0.4372698727164029
1.1,0.4946545383499609,0.4946545383499609,0.47530287475394223,0.47530287475394223,0.5370170476919177
1.2000000000000002,0.5929749730803772,0.5929749730803772,0.5372195576925866,0.5372195576925866,0.6262353316003411
1.3,0.6786395507274059,0.6786395507274059,0.5934251797349477,0.5934251797349477,0.7028231249280517
1.4000000000000001,0.7503637808146544,0.7503637808146544,0.6438244831173161,0.6438244831173161,0.766558059094666
1.5,0.8086023522293038,0.8086023522293038,0.6886056803083931,0.6886056803083931,0.8183562651202123
1.6,0.8547791686646546,0.8547791686646546,0.7281240949783729,0.7281240949783729,0.8596965334696651
1.7000000000000002,0.8907200410887082,0.8907200410887082,0.7628213884270164,0.7628213884270164,0.8922337862065777
1.8,0.9182922946073371,0.9182922946073371,0.7931718239046974,0.7931718239046974,0.9175702864471222
1.9000000000000001,0.9392073835100574,0.9392073835100574,0.8196480918694513,0.8196480918694513,0.9371393273987851
2.0,0.9549344183922378,0.9549344183922378,0.8427007919576994,0.8427007919576994,0.9521608963951639
2.1,0.9666809214067471,0.9666809214067471,0.8627471687395584,0.8627471687395584,0.9636390379983029
2.2,0.9754096068007281,0.9754096068007281,0.8801659372335267,0.8801659372335267,0.97238059292882
2.3000000000000003,0.981871170814766,0.981871170814766,0.8952959849337316,0.8952959849337316,0.9790227592323154
2.4000000000000004,0.986641401143784,0.986641401143784,0.9084374360186,0.9084374360186,0.9840623282939862
2.5,0.9901564711378409,0.9901564711378409,0.9198540627089886,0.9198540627089886,0.9878829251175588
2.6,0.9927436941586354,0.9927436941586354,0.9297763780670026,0.9297763780670026,0.9907786745243963
2.7,0.9946469473147299,0.9946469473147299,0.938404984838489,0.938404984838489,0.9929738899753389
2.8000000000000003,0.9960469696598595,0.9960469696598595,0.9459139177745544,0.9459139177745544,0.9946389849033059
2.9000000000000004,0.9970771789083179,0.9970771789083179,0.9524538255294924,0.9524538255294924,0.9959030721570791
3.0,0.9978357813253559,0.9978357813253559,0.9581549095142463,0.9581549095142463,0.9968637953429813
4.0,0.9998811343174256,0.9998811343174256,0.9875639295673017,0.9875639295673017,0.9997587140403746
5.0,0.9999919356170345,0.9999919356170345,0.9958773133489722,0.9958773133489722,0.9999772356218747
6.0,0.9999993295655141,0.9999993295655141,0.9984984851251145,0.9984984851251145,0.9999974087589425
7.0,0.9999999332695971,0.9999999332695971,0.9994079790675211,0.9994079790675211,0.9999996527966349
8.0,0.9999999922324764,0.9999999922324764,0.9997503630044531,0.9997503630044531,0.9999999464717824
9.0,0.9999999989640679,0.9999999989640679,0.9998885202290269,0.9998885202290269,0.9999999906855768
10.0,0.9999999998444064,0.9999999998444064,0.9999476893016703,0.9999476893016703,0.9999999981993765
