hazard,Masonry,Steel,Reinforced_Concrete,Reinforced Concrete,Timber
0.0,0.0,0.0,0.0,0.0,0.0
0.1,4.0808070177457043E-7,4.0808070177457043E-7,4.0808070177457043E-7,4.0808070177457043E-7,4.0808070177457043E-7
0.2,6.90495646293869E-4,6.90495646293869E-4,6.90495646293869E-4,6.90495646293869E-4,6.90495646293869E-4
0.30000000000000004,0.014446916008900705,0.014446916008900705,0.014446916008900705,0.014446916008900705,0.014446916008900705
0.4,0.07136136093236732,0.07136136093236732,0.07136136093236732,0.07136136093236732,0.07136136093236732
0.5,0.18197399591520697,0.18197399591520697,0.18197399591520697,0.18197399591520697,0.18197399591520697
0.6000000000000001,0.3256114172305211,0.3256114172305211,0.3256114172305211,0.3256114172305211,0.3256114172305211
0.7000000000000001,0.4734152986457641,0.4734152986457641,0.4734152986457641,0.4734152986457641,0.4734152986457641
0.8,0.6053197464289735,0.6053197464289735,0.6053197464289735,0.6053197464289735,0.6053197464289735
0.9,0.712805270528327,0.712805270528327,0.712805270528327,0.712805270528327,0.712805270528327
1.0,0.7953142046527473,0.7953142046527473,0.7953142046527473,0.7953142046527473,0.7953142046527473
1.1,0.8561714723746883,0.8561714723746883,0.8561714723746883,0.8561714723746883,0.8561714723746883
1.2000000000000002,0.8998687216654295,0.8998687216654295,0.8998687216654295,0.8998687216654295,0.8998687216654295
1.3,0.9306848091492957,0.9306848091492957,0.9306848091492957,0.9306848091492957,0.9306848091492957
1.4000000000000001,0.9521612747761196,0.9521612747761196,0.9521612747761196,0.9521612747761196,0.9521612747761196
1.5,0.9670175987352466,0.9670175987352466,0.9670175987352466,0.9670175987352466,0.9670175987352466
1.6,0.9772503579135887,0.9772503579135887,0.9772503579135887,0.9772503579135887,0.9772503579135887
1.7000000000000002,0.9842844062082612,0.9842844062082612,0.9842844062082612,0.9842844062082612,0.9842844062082612
1.8,0.9891181460648077,0.9891181460648077,0.9891181460648077,0.9891181460648077,0.9891181460648077
1.9000000000000001,0.9924429765377168,0.9924429765377168,0.9924429765377168,0.9924429765377168,0.9924429765377168
2.0,0.9947341962443333,0.9947341962443333,0.9947341962443333,0.9947341962443333,0.9947341962443333
2.1,0.9963171690891273,0.9963171690891273,0.9963171690891273,0.9963171690891273,0.9963171690891273
2.2,0.9974141776065492,0.9974141776065492,0.9974141776065492,0.9974141776065492,0.9974141776065492
2.3000000000000003,0.9981770246033326,0.9981770246033326,0.9981770246033326,0.9981770246033326,0.9981770246033326
2.4000000000000004,0.9987094658941147,0.9987094658941147,0.9987094658941147,0.9987094658941147,0.9987094658941147
2.5,0.9990825391701168,0.9990825391701168,0.9990825391701168,0.9990825391701168,0.9990825391701168
2.6,0.999344996820151,0.999344996820151,0.999344996820151,0.999344996820151,0.999344996820151
2.7,0.9995303930459635,0.9995303930459635,0.9995303930459635,0.9995303930459635,0.9995303930459635
2.8000000000000003,0.9996618964325067,0.9996618964325067,0.9996618964325067,0.9996618964325067,0.9996618964325067
2.9000000000000004,0.9997555604478745,0.9997555604478745,0.9997555604478745,0.9997555604478745,0.9997555604478745
3.0,0.9998225495461144,0.9998225495461144,0.9998225495461144,0.9998225495461144,0.9998225495461144
4.0,0.9999910959000823,0.9999910959000823,0.9999910959000823,0.9999910959000823,0.9999910959000823
5.0,0.9999993783044049,0.9999993783044049,0.9999993783044049,0.9999993783044049,0.9999993783044049
6.0,0.9999999434774932,0.9999999434774932,0.9999999434774932,0.9999999434774932,0.9999999434774932
7.0,0.9999999936396702,0.9999999936396702,0.9999999936396702,0.9999999936396702,0.9999999936396702
8.0,0.9999999991471221,0.9999999991471221,0.9999999991471221,0.9999999991471221,0.9999999991471221
9.0,0.9999999998675676,0.9999999998675676,0.9999999998675676,0.9999999998675676,0.9999999998675676
10.0,0.9999999999767079,0.9999999999767079,0.9999999999767079,0.9999999999767079,0.9999999999767079
